from_user,to_user,from_department,date,shares
U008,U078,Sales,2025-03-06,1
U008,U080,Sales,2025-01-11,1
U008,U080,Sales,2025-01-13,1
U008,U080,Sales,2025-01-31,1
U008,U080,Sales,2025-02-05,1
U008,U080,Sales,2025-02-07,1
U008,U080,Sales,2025-03-02,1
U008,U080,Sales,2025-03-19,1
U008,U080,Sales,2025-03-20,1
U008,U080,Sales,2025-04-01,1
U008,U080,Sales,2025-04-10,1
U008,U081,Sales,2025-01-21,1
U008,U082,Sales,2025-01-01,1
U008,U082,Sales,2025-01-24,1
U008,U082,Sales,2025-03-04,1
U008,U082,Sales,2025-04-09,1
U008,U083,Sales,2025-03-17,1
U008,U087,Sales,2025-01-23,1
U008,U087,Sales,2025-02-13,1
U008,U088,Sales,2025-03-17,1
U008,U089,Sales,2025-02-13,1
U008,U089,Sales,2025-02-23,1
U008,U090,Sales,2025-01-28,1
U008,U090,Sales,2025-02-19,1
U008,U090,Sales,2025-03-04,1
U008,U090,Sales,2025-03-10,1
U008,U090,Sales,2025-03-31,1
U008,U091,Sales,2025-01-10,1
U008,U091,Sales,2025-01-31,1
U008,U091,Sales,2025-02-27,1
U008,U091,Sales,2025-02-28,1
U008,U091,Sales,2025-04-07,1
U008,U092,Sales,2025-01-05,1
U008,U096,Sales,2025-01-07,1
U008,U096,Sales,2025-01-17,1
U008,U096,Sales,2025-01-25,1
U008,U096,Sales,2025-02-03,1
U008,U096,Sales,2025-02-11,1
U008,U097,Sales,2025-01-23,1
U008,U099,Sales,2025-02-10,1
U008,U099,Sales,2025-02-18,1
U008,U099,Sales,2025-03-11,1
U008,U099,Sales,2025-03-18,1
U009,U006,Marketing,2025-02-20,1
U009,U007,Marketing,2025-03-26,1
U009,U011,Marketing,2025-03-20,1
U009,U012,Marketing,2025-03-20,1
U009,U013,Marketing,2025-04-09,1
U009,U025,Marketing,2025-01-22,1
U009,U025,Marketing,2025-02-11,1
U009,U025,Marketing,2025-02-12,1
U009,U025,Marketing,2025-02-16,1
U009,U025,Marketing,2025-02-27,1
U009,U025,Marketing,2025-03-07,1
U009,U025,Marketing,2025-03-14,1
U009,U025,Marketing,2025-03-26,1
U009,U025,Marketing,2025-04-01,1
U009,U028,Marketing,2025-02-24,1
U009,U028,Marketing,2025-02-25,1
U009,U031,Marketing,2025-01-15,1
U009,U031,Marketing,2025-02-05,1
U009,U033,Marketing,2025-03-04,1
U009,U034,Marketing,2025-01-16,1
U009,U034,Marketing,2025-01-20,1
U009,U034,Marketing,2025-01-24,1
U009,U034,Marketing,2025-01-29,1
U009,U034,Marketing,2025-02-04,1
U009,U034,Marketing,2025-03-03,1
U009,U034,Marketing,2025-03-04,1
U009,U034,Marketing,2025-03-08,1
U009,U034,Marketing,2025-03-22,1
U009,U034,Marketing,2025-03-27,1
U009,U034,Marketing,2025-03-31,1
U009,U035,Marketing,2025-03-06,1
U009,U037,Marketing,2025-01-09,1
U009,U037,Marketing,2025-01-14,1
U009,U037,Marketing,2025-01-20,1
U009,U037,Marketing,2025-01-30,1
U009,U037,Marketing,2025-02-02,1
U009,U037,Marketing,2025-02-04,1
U009,U037,Marketing,2025-02-08,1
U009,U037,Marketing,2025-02-17,1
U009,U037,Marketing,2025-03-01,1
U009,U037,Marketing,2025-03-02,1
U009,U037,Marketing,2025-03-04,1
U009,U037,Marketing,2025-03-06,1
U009,U037,Marketing,2025-03-10,1
U009,U037,Marketing,2025-03-16,1
U009,U037,Marketing,2025-03-22,1
U009,U041,Marketing,2025-01-02,1
U009,U041,Marketing,2025-01-03,1
U009,U041,Marketing,2025-01-06,2
U009,U041,Marketing,2025-01-23,1
U009,U041,Marketing,2025-01-24,1
U009,U041,Marketing,2025-01-26,1
U009,U041,Marketing,2025-01-29,1
U009,U041,Marketing,2025-02-11,1
U009,U041,Marketing,2025-02-14,1
U009,U041,Marketing,2025-02-19,2
U009,U041,Marketing,2025-02-20,1
U009,U041,Marketing,2025-03-12,1
U009,U041,Marketing,2025-04-01,1
U009,U042,Marketing,2025-01-02,1
U009,U042,Marketing,2025-01-03,1
U009,U042,Marketing,2025-01-08,1
U009,U042,Marketing,2025-01-09,2
U009,U042,Marketing,2025-01-14,1
U009,U042,Marketing,2025-02-03,1
U009,U042,Marketing,2025-02-11,1
U009,U042,Marketing,2025-02-12,1
U009,U042,Marketing,2025-02-27,1
U009,U042,Marketing,2025-03-16,1
U009,U042,Marketing,2025-03-17,1
U009,U042,Marketing,2025-04-04,1
U009,U044,Marketing,2025-03-26,1
U009,U046,Marketing,2025-02-09,1
U009,U053,Marketing,2025-01-21,1
U009,U053,Marketing,2025-01-24,1
U009,U053,Marketing,2025-01-27,2
U009,U053,Marketing,2025-01-29,1
U009,U053,Marketing,2025-03-11,1
U009,U053,Marketing,2025-03-28,1
U009,U054,Marketing,2025-02-06,1
U009,U054,Marketing,2025-03-28,1
U009,U056,Marketing,2025-03-04,1
U009,U057,Marketing,2025-01-16,1
U009,U057,Marketing,2025-01-22,1
U009,U057,Marketing,2025-01-24,1
U009,U057,Marketing,2025-01-28,1
U009,U057,Marketing,2025-01-29,1
U009,U057,Marketing,2025-02-06,1
U009,U057,Marketing,2025-02-10,1
U009,U057,Marketing,2025-03-03,1
U009,U057,Marketing,2025-03-11,1
U009,U057,Marketing,2025-03-24,1
U009,U057,Marketing,2025-04-02,1
U009,U057,Marketing,2025-04-10,1
U009,U058,Marketing,2025-01-10,1
U009,U058,Marketing,2025-01-22,1
U009,U058,Marketing,2025-02-10,1
U009,U058,Marketing,2025-02-13,1
U009,U058,Marketing,2025-03-08,1
U009,U058,Marketing,2025-03-19,1
U009,U058,Marketing,2025-03-26,2
U009,U058,Marketing,2025-04-01,1
U009,U058,Marketing,2025-04-05,1
U009,U059,Marketing,2025-01-08,1
U009,U059,Marketing,2025-01-20,1
U009,U059,Marketing,2025-01-28,2
U009,U059,Marketing,2025-02-05,1
U009,U059,Marketing,2025-02-21,1
U009,U059,Marketing,2025-03-07,1
U009,U059,Marketing,2025-03-13,1
U009,U059,Marketing,2025-03-18,1
U009,U059,Marketing,2025-04-04,1
U009,U059,Marketing,2025-04-08,1
U009,U061,Marketing,2025-03-23,2
U009,U062,Marketing,2025-01-02,1
U009,U062,Marketing,2025-01-19,1
U009,U062,Marketing,2025-02-17,1
U009,U062,Marketing,2025-02-27,2
U009,U062,Marketing,2025-03-02,1
U009,U062,Marketing,2025-03-03,1
U009,U062,Marketing,2025-03-06,1
U009,U062,Marketing,2025-03-11,1
U009,U062,Marketing,2025-03-17,1
U009,U062,Marketing,2025-03-19,2
U009,U062,Marketing,2025-03-20,2
U009,U062,Marketing,2025-03-28,1
U009,U062,Marketing,2025-04-06,1
U009,U062,Marketing,2025-04-10,1
U009,U063,Marketing,2025-01-01,1
U009,U063,Marketing,2025-01-03,2
U009,U063,Marketing,2025-01-04,1
U009,U063,Marketing,2025-01-24,1
U009,U063,Marketing,2025-01-26,1
U009,U063,Marketing,2025-02-04,1
U009,U063,Marketing,2025-02-10,1
U009,U063,Marketing,2025-02-16,1
U009,U063,Marketing,2025-02-27,1
U009,U063,Marketing,2025-02-28,1
U009,U063,Marketing,2025-03-25,1
U009,U063,Marketing,2025-04-01,1
U009,U064,Marketing,2025-04-06,1
U009,U065,Marketing,2025-04-08,1
U009,U066,Marketing,2025-01-17,1
U009,U066,Marketing,2025-02-25,1
U009,U068,Marketing,2025-01-14,1
U009,U071,Marketing,2025-02-04,1
U009,U071,Marketing,2025-02-17,1
U009,U073,Marketing,2025-01-15,1
U009,U073,Marketing,2025-01-23,1
U009,U073,Marketing,2025-01-26,1
U009,U073,Marketing,2025-01-27,1
U009,U073,Marketing,2025-01-28,1
U009,U073,Marketing,2025-02-03,1
U009,U073,Marketing,2025-02-12,1
U009,U073,Marketing,2025-02-19,1
U009,U073,Marketing,2025-03-10,1
U009,U073,Marketing,2025-03-12,1
U009,U073,Marketing,2025-03-27,1
U009,U073,Marketing,2025-03-31,1
U009,U073,Marketing,2025-04-01,1
U009,U073,Marketing,2025-04-06,1
U009,U074,Marketing,2025-01-03,1
U009,U074,Marketing,2025-01-09,1
U009,U074,Marketing,2025-01-29,1
U009,U074,Marketing,2025-02-10,1
U009,U074,Marketing,2025-02-13,2
U009,U074,Marketing,2025-02-22,1
U009,U074,Marketing,2025-03-07,1
U009,U074,Marketing,2025-03-11,1
U009,U074,Marketing,2025-03-19,1
U009,U074,Marketing,2025-03-31,1
U009,U075,Marketing,2025-04-06,1
U009,U078,Marketing,2025-03-14,1
U009,U082,Marketing,2025-01-22,1
U009,U083,Marketing,2025-01-07,1
U009,U083,Marketing,2025-01-22,1
U009,U083,Marketing,2025-01-24,1
U009,U083,Marketing,2025-02-06,1
U009,U083,Marketing,2025-02-07,1
U009,U083,Marketing,2025-03-06,1
U009,U083,Marketing,2025-03-11,1
U009,U083,Marketing,2025-03-24,1
U009,U083,Marketing,2025-03-29,1
U009,U086,Marketing,2025-01-01,1
U009,U086,Marketing,2025-01-13,2
U009,U086,Marketing,2025-01-16,1
U009,U086,Marketing,2025-01-17,1
U009,U086,Marketing,2025-01-21,1
U009,U086,Marketing,2025-01-24,1
U009,U086,Marketing,2025-01-31,2
U009,U086,Marketing,2025-02-06,1
U009,U086,Marketing,2025-02-17,1
U009,U086,Marketing,2025-02-20,1
U009,U086,Marketing,2025-02-21,1
U009,U086,Marketing,2025-02-25,1
U009,U086,Marketing,2025-03-01,1
U009,U086,Marketing,2025-03-29,1
U009,U086,Marketing,2025-04-03,1
U009,U086,Marketing,2025-04-04,1
U009,U089,Marketing,2025-02-23,1
U009,U090,Marketing,2025-03-22,1
U009,U091,Marketing,2025-03-10,1
U009,U094,Marketing,2025-01-10,1
U009,U094,Marketing,2025-01-23,1
U009,U094,Marketing,2025-01-26,1
U009,U094,Marketing,2025-01-31,1
U009,U094,Marketing,2025-02-04,2
U009,U094,Marketing,2025-02-05,1
U009,U094,Marketing,2025-02-08,2
U009,U094,Marketing,2025-02-20,1
U009,U094,Marketing,2025-03-03,1
U009,U094,Marketing,2025-03-28,1
U009,U095,Marketing,2025-03-19,1
U009,U095,Marketing,2025-03-31,1
U009,U097,Marketing,2025-01-13,1
U009,U098,Marketing,2025-03-23,1
U010,U004,Sales,2025-02-05,1
U010,U004,Sales,2025-02-22,1
U010,U004,Sales,2025-04-04,1
U010,U005,Sales,2025-03-18,1
U010,U005,Sales,2025-04-10,1
U010,U008,Sales,2025-01-01,1
U010,U008,Sales,2025-02-04,1
U010,U008,Sales,2025-02-07,1
U010,U008,Sales,2025-02-12,1
U010,U008,Sales,2025-02-20,1
U010,U008,Sales,2025-03-05,1
U010,U008,Sales,2025-03-13,1
U010,U009,Sales,2025-01-04,1
U010,U009,Sales,2025-01-30,1
U010,U012,Sales,2025-02-25,1
U010,U014,Sales,2025-01-01,1
U010,U014,Sales,2025-02-07,1
U010,U014,Sales,2025-03-05,1
U010,U014,Sales,2025-04-04,1
U010,U015,Sales,2025-01-15,1
U010,U015,Sales,2025-04-01,1
U010,U018,Sales,2025-01-21,1
U010,U018,Sales,2025-02-11,1
U010,U019,Sales,2025-02-02,1
U010,U019,Sales,2025-02-06,1
U010,U019,Sales,2025-03-31,1
U010,U019,Sales,2025-04-09,1
U010,U020,Sales,2025-01-10,1
U010,U020,Sales,2025-04-01,1
U010,U022,Sales,2025-03-18,1
U010,U024,Sales,2025-03-25,1
U010,U029,Sales,2025-01-01,1
U010,U029,Sales,2025-02-08,1
U010,U029,Sales,2025-04-10,1
U010,U030,Sales,2025-01-01,1
U010,U030,Sales,2025-02-02,1
U010,U030,Sales,2025-02-09,1
U010,U030,Sales,2025-02-19,1
U010,U030,Sales,2025-03-05,1
U010,U030,Sales,2025-03-06,1
U010,U030,Sales,2025-03-12,2
U010,U031,Sales,2025-01-28,1
U010,U031,Sales,2025-02-06,1
U010,U031,Sales,2025-02-18,1
U010,U031,Sales,2025-03-07,1
U010,U031,Sales,2025-03-25,1
U010,U032,Sales,2025-02-13,1
U010,U032,Sales,2025-03-18,1
U010,U032,Sales,2025-04-10,1
U010,U038,Sales,2025-03-21,1
U010,U039,Sales,2025-03-10,1
U010,U040,Sales,2025-01-17,1
U010,U044,Sales,2025-01-23,1
U010,U046,Sales,2025-03-27,1
U010,U048,Sales,2025-02-13,1
U010,U056,Sales,2025-01-03,1
U010,U056,Sales,2025-02-10,2
U010,U056,Sales,2025-02-19,1
U010,U056,Sales,2025-02-24,1
U010,U056,Sales,2025-03-05,1
U010,U056,Sales,2025-03-22,1
U010,U059,Sales,2025-01-24,1
U010,U060,Sales,2025-04-05,1
U010,U061,Sales,2025-03-18,1
U010,U065,Sales,2025-01-22,1
U010,U065,Sales,2025-01-28,1
U010,U065,Sales,2025-02-24,1
U010,U065,Sales,2025-03-30,1
U010,U065,Sales,2025-04-04,1
U010,U075,Sales,2025-01-13,1
U010,U075,Sales,2025-02-24,1
U010,U075,Sales,2025-03-13,1
U010,U080,Sales,2025-03-12,1
U010,U080,Sales,2025-03-17,1
U010,U080,Sales,2025-04-03,1
U010,U081,Sales,2025-01-10,1
U010,U081,Sales,2025-01-22,1
U010,U081,Sales,2025-02-14,1
U010,U081,Sales,2025-03-12,1
U010,U081,Sales,2025-03-28,1
U010,U082,Sales,2025-01-13,1
U010,U082,Sales,2025-01-17,1
U010,U082,Sales,2025-02-17,1
U010,U082,Sales,2025-02-20,1
U010,U082,Sales,2025-03-12,1
U010,U082,Sales,2025-03-17,1
U010,U087,Sales,2025-01-03,1
U010,U087,Sales,2025-03-13,1
U010,U089,Sales,2025-02-06,1
U010,U089,Sales,2025-02-11,1
U010,U089,Sales,2025-03-02,1
U010,U090,Sales,2025-01-09,1
U010,U090,Sales,2025-01-18,1
U010,U090,Sales,2025-02-05,1
U010,U090,Sales,2025-03-04,1
U010,U090,Sales,2025-03-18,1
U010,U090,Sales,2025-03-19,1
U010,U091,Sales,2025-01-13,1
U010,U091,Sales,2025-01-25,1
U010,U091,Sales,2025-02-25,1
U010,U091,Sales,2025-03-26,1
U010,U092,Sales,2025-03-17,1
U010,U093,Sales,2025-02-27,1
U010,U094,Sales,2025-02-12,1
U010,U095,Sales,2025-03-27,1
U010,U096,Sales,2025-01-05,1
U010,U096,Sales,2025-01-19,1
U010,U096,Sales,2025-02-17,1
U010,U096,Sales,2025-03-04,1
U010,U096,Sales,2025-03-06,1
U010,U096,Sales,2025-03-12,1
U010,U096,Sales,2025-03-16,1
U010,U098,Sales,2025-04-04,1
U010,U099,Sales,2025-01-23,1
U010,U099,Sales,2025-01-24,1
U010,U099,Sales,2025-01-29,1
U010,U099,Sales,2025-02-12,1
U010,U099,Sales,2025-02-25,1
U010,U099,Sales,2025-03-06,1
U010,U099,Sales,2025-03-22,1
U011,U004,HR,2025-01-10,1
U011,U006,HR,2025-01-14,1
U011,U008,HR,2025-02-21,1
U011,U008,HR,2025-03-21,1
U011,U010,HR,2025-04-06,1
U011,U012,HR,2025-01-08,1
U011,U016,HR,2025-02-18,1
U011,U017,HR,2025-01-10,1
U011,U017,HR,2025-01-14,1
U011,U017,HR,2025-01-17,1
U011,U017,HR,2025-02-03,1
U011,U017,HR,2025-02-28,1
U011,U017,HR,2025-03-03,1
U011,U017,HR,2025-03-05,1
U011,U017,HR,2025-03-10,1
U011,U017,HR,2025-03-12,1
U011,U017,HR,2025-04-10,1
U011,U024,HR,2025-02-28,1
U011,U029,HR,2025-02-12,1
U011,U029,HR,2025-04-07,1
U011,U031,HR,2025-03-13,1
U011,U032,HR,2025-01-17,1
U011,U032,HR,2025-01-21,1
U011,U032,HR,2025-01-28,1
U011,U032,HR,2025-02-12,1
U011,U032,HR,2025-02-17,1
U011,U032,HR,2025-02-27,1
U011,U032,HR,2025-03-05,1
U011,U032,HR,2025-03-07,1
U011,U032,HR,2025-03-25,1
U011,U033,HR,2025-01-06,1
U011,U035,HR,2025-03-18,1
U011,U036,HR,2025-03-25,1
U011,U036,HR,2025-03-27,1
U011,U038,HR,2025-01-26,1
U011,U038,HR,2025-01-28,1
U011,U038,HR,2025-01-30,1
U011,U038,HR,2025-02-06,2
U011,U038,HR,2025-02-10,1
U011,U038,HR,2025-03-25,1
U011,U038,HR,2025-03-30,1
U011,U038,HR,2025-03-31,1
U011,U039,HR,2025-01-16,1
U011,U040,HR,2025-01-02,1
U011,U040,HR,2025-01-14,1
U011,U040,HR,2025-01-24,1
U011,U040,HR,2025-01-28,1
U011,U040,HR,2025-02-13,2
U011,U040,HR,2025-02-18,1
U011,U040,HR,2025-02-25,1
U011,U040,HR,2025-02-27,1
U011,U040,HR,2025-03-05,1
U011,U040,HR,2025-03-07,1
U011,U040,HR,2025-03-11,1
U011,U040,HR,2025-03-21,1
U011,U040,HR,2025-03-25,1
U011,U040,HR,2025-03-28,1
U011,U043,HR,2025-01-03,1
U011,U043,HR,2025-01-08,1
U011,U043,HR,2025-01-11,1
U011,U043,HR,2025-01-20,1
U011,U043,HR,2025-01-24,1
U011,U043,HR,2025-01-27,1
U011,U043,HR,2025-02-08,1
U011,U043,HR,2025-02-13,1
U011,U043,HR,2025-02-15,1
U011,U043,HR,2025-02-20,1
U011,U043,HR,2025-02-23,1
U011,U043,HR,2025-02-27,1
U011,U043,HR,2025-03-02,1
U011,U043,HR,2025-03-11,1
U011,U043,HR,2025-03-13,1
U011,U043,HR,2025-03-15,1
U011,U043,HR,2025-03-17,1
U011,U043,HR,2025-03-27,1
U011,U043,HR,2025-04-02,1
U011,U043,HR,2025-04-07,1
U011,U046,HR,2025-01-02,1
U011,U046,HR,2025-01-08,1
U011,U046,HR,2025-01-14,1
U011,U046,HR,2025-02-18,1
U011,U046,HR,2025-02-25,1
U011,U046,HR,2025-02-28,1
U011,U048,HR,2025-03-10,1
U011,U048,HR,2025-04-08,1
U011,U049,HR,2025-01-20,1
U011,U050,HR,2025-01-17,1
U011,U050,HR,2025-01-30,1
U011,U050,HR,2025-03-11,1
U011,U050,HR,2025-03-14,2
U011,U050,HR,2025-03-20,1
U011,U050,HR,2025-03-30,1
U011,U052,HR,2025-01-01,1
U011,U052,HR,2025-01-03,1
U011,U052,HR,2025-01-11,1
U011,U052,HR,2025-01-23,2
U011,U052,HR,2025-01-30,1
U011,U052,HR,2025-02-05,1
U011,U052,HR,2025-02-11,1
U011,U052,HR,2025-02-13,1
U011,U052,HR,2025-03-14,2
U011,U052,HR,2025-03-20,1
U011,U054,HR,2025-01-27,1
U011,U056,HR,2025-02-26,1
U011,U060,HR,2025-04-09,1
U011,U068,HR,2025-02-17,1
U011,U068,HR,2025-03-06,1
U011,U069,HR,2025-01-01,1
U011,U069,HR,2025-01-09,1
U011,U069,HR,2025-01-16,1
U011,U069,HR,2025-01-19,1
U011,U069,HR,2025-01-28,1
U011,U069,HR,2025-02-02,1
U011,U069,HR,2025-02-11,1
U011,U069,HR,2025-02-22,1
U011,U069,HR,2025-02-24,1
U011,U069,HR,2025-02-26,1
U011,U069,HR,2025-03-03,1
U011,U069,HR,2025-03-08,1
U011,U069,HR,2025-03-14,1
U011,U069,HR,2025-03-23,1
U011,U071,HR,2025-03-25,1
U011,U073,HR,2025-04-02,1
U011,U074,HR,2025-03-28,1
U011,U078,HR,2025-02-04,1
U011,U080,HR,2025-02-04,1
U011,U081,HR,2025-02-05,1
U011,U084,HR,2025-02-25,1
U011,U085,HR,2025-01-03,1
U011,U085,HR,2025-01-04,1
U011,U085,HR,2025-01-15,2
U011,U085,HR,2025-01-23,1
U011,U085,HR,2025-01-27,1
U011,U085,HR,2025-02-05,1
U011,U085,HR,2025-02-18,1
U011,U085,HR,2025-02-21,1
U011,U085,HR,2025-02-22,1
U011,U085,HR,2025-02-27,1
U011,U085,HR,2025-03-10,1
U011,U085,HR,2025-03-11,1
U011,U085,HR,2025-03-13,1
U011,U085,HR,2025-03-17,1
U011,U085,HR,2025-04-08,1
U011,U085,HR,2025-04-10,1
U011,U087,HR,2025-02-21,1
U011,U088,HR,2025-02-18,1
U011,U089,HR,2025-03-20,1
U011,U092,HR,2025-02-27,1
U011,U100,HR,2025-02-06,1
U012,U001,Finance,2025-03-16,1
U012,U001,Finance,2025-03-26,1
U012,U005,Finance,2025-02-27,1
U012,U006,Finance,2025-01-10,1
U012,U006,Finance,2025-01-13,1
U012,U006,Finance,2025-01-18,1
U012,U006,Finance,2025-01-24,1
U012,U006,Finance,2025-01-27,1
U012,U006,Finance,2025-02-03,1
U012,U006,Finance,2025-02-06,1
U012,U006,Finance,2025-02-07,1
U012,U006,Finance,2025-02-09,1
U012,U006,Finance,2025-02-14,1
U012,U006,Finance,2025-02-18,1
U012,U006,Finance,2025-02-25,1
U012,U006,Finance,2025-03-06,1
U012,U006,Finance,2025-03-20,1
U012,U006,Finance,2025-03-24,1
U012,U006,Finance,2025-03-31,1
U012,U006,Finance,2025-04-02,1
U012,U006,Finance,2025-04-05,1
U012,U006,Finance,2025-04-07,1
U012,U006,Finance,2025-04-08,1
U012,U016,Finance,2025-01-10,1
U012,U017,Finance,2025-03-07,1
U012,U019,Finance,2025-02-02,1
U012,U021,Finance,2025-01-03,1
U012,U021,Finance,2025-01-10,1
U012,U021,Finance,2025-01-12,1
U012,U021,Finance,2025-01-13,1
U012,U021,Finance,2025-01-15,1
U012,U021,Finance,2025-01-17,2
U012,U021,Finance,2025-01-20,1
U012,U021,Finance,2025-01-22,1
U012,U021,Finance,2025-01-23,1
U012,U021,Finance,2025-01-24,2
U012,U021,Finance,2025-02-10,1
U012,U021,Finance,2025-02-18,1
U012,U021,Finance,2025-03-02,1
U012,U021,Finance,2025-03-06,1
U012,U021,Finance,2025-03-25,1
U012,U021,Finance,2025-03-26,1
U012,U022,Finance,2025-01-02,1
U012,U022,Finance,2025-01-06,1
U012,U022,Finance,2025-01-08,1
U012,U022,Finance,2025-01-22,1
U012,U022,Finance,2025-01-30,2
U012,U022,Finance,2025-02-05,1
U012,U022,Finance,2025-02-11,1
U012,U022,Finance,2025-02-25,2
U012,U022,Finance,2025-03-06,2
U012,U022,Finance,2025-03-13,2
U012,U022,Finance,2025-03-20,1
U012,U022,Finance,2025-03-21,1
U012,U022,Finance,2025-03-24,1
U012,U022,Finance,2025-03-27,1
U012,U022,Finance,2025-04-04,1
U012,U024,Finance,2025-01-10,1
U012,U024,Finance,2025-01-11,1
U012,U024,Finance,2025-02-08,1
U012,U024,Finance,2025-02-10,1
U012,U024,Finance,2025-02-21,1
U012,U024,Finance,2025-02-27,1
U012,U024,Finance,2025-03-05,1
U012,U024,Finance,2025-03-07,1
U012,U024,Finance,2025-03-10,1
U012,U024,Finance,2025-03-12,1
U012,U024,Finance,2025-04-06,1
U012,U026,Finance,2025-01-03,1
U012,U026,Finance,2025-01-07,1
U012,U026,Finance,2025-01-10,1
U012,U026,Finance,2025-01-13,1
U012,U026,Finance,2025-01-20,1
U012,U026,Finance,2025-01-26,1
U012,U026,Finance,2025-01-30,1
U012,U026,Finance,2025-02-10,1
U012,U026,Finance,2025-03-08,1
U012,U026,Finance,2025-03-09,1
U012,U026,Finance,2025-03-10,1
U012,U026,Finance,2025-03-12,1
U012,U026,Finance,2025-03-19,1
U012,U026,Finance,2025-03-22,1
U012,U026,Finance,2025-03-28,1
U012,U026,Finance,2025-03-31,2
U012,U026,Finance,2025-04-01,1
U012,U029,Finance,2025-01-21,1
U012,U029,Finance,2025-02-18,1
U012,U030,Finance,2025-02-06,1
U012,U034,Finance,2025-02-17,1
U012,U035,Finance,2025-01-03,1
U012,U035,Finance,2025-01-11,1
U012,U035,Finance,2025-01-15,1
U012,U035,Finance,2025-01-28,1
U012,U035,Finance,2025-02-04,1
U012,U035,Finance,2025-02-12,2
U012,U035,Finance,2025-02-22,1
U012,U035,Finance,2025-03-07,1
U012,U035,Finance,2025-03-09,1
U012,U035,Finance,2025-03-11,1
U012,U035,Finance,2025-03-13,1
U012,U035,Finance,2025-03-15,1
U012,U035,Finance,2025-03-19,2
U012,U035,Finance,2025-03-27,1
U012,U035,Finance,2025-04-03,1
U012,U035,Finance,2025-04-07,1
U012,U035,Finance,2025-04-10,1
U012,U036,Finance,2025-01-14,1
U012,U040,Finance,2025-03-14,1
U012,U043,Finance,2025-01-26,1
U012,U043,Finance,2025-02-04,1
U012,U045,Finance,2025-01-21,1
U012,U047,Finance,2025-02-25,1
U012,U049,Finance,2025-03-21,1
U012,U050,Finance,2025-02-26,1
U012,U051,Finance,2025-01-01,1
U012,U051,Finance,2025-01-08,1
U012,U051,Finance,2025-01-10,1
U012,U051,Finance,2025-01-12,1
U012,U051,Finance,2025-01-13,1
U012,U051,Finance,2025-01-14,1
U012,U051,Finance,2025-01-16,1
U012,U051,Finance,2025-01-23,1
U012,U051,Finance,2025-02-13,1
U012,U051,Finance,2025-02-14,1
U012,U051,Finance,2025-02-19,1
U012,U051,Finance,2025-02-20,1
U012,U051,Finance,2025-02-24,1
U012,U051,Finance,2025-03-01,1
U012,U051,Finance,2025-03-03,1
U012,U051,Finance,2025-03-24,1
U012,U051,Finance,2025-04-05,1
U012,U051,Finance,2025-04-07,1
U012,U051,Finance,2025-04-10,1
U012,U052,Finance,2025-03-04,1
U012,U057,Finance,2025-01-07,1
U012,U057,Finance,2025-01-29,1
U012,U059,Finance,2025-02-26,1
U012,U062,Finance,2025-03-31,1
U012,U066,Finance,2025-03-10,1
U012,U067,Finance,2025-02-21,1
U012,U068,Finance,2025-02-18,1
U012,U069,Finance,2025-01-21,1
U012,U069,Finance,2025-03-22,1
U012,U071,Finance,2025-01-10,1
U012,U079,Finance,2025-02-04,1
U012,U079,Finance,2025-02-17,1
U012,U081,Finance,2025-03-04,1
U012,U081,Finance,2025-04-07,1
U012,U083,Finance,2025-04-10,1
U012,U086,Finance,2025-02-21,1
U012,U087,Finance,2025-03-10,1
U012,U088,Finance,2025-03-16,1
U012,U089,Finance,2025-03-24,1
U012,U093,Finance,2025-03-21,1
U012,U095,Finance,2025-01-15,1
U012,U095,Finance,2025-01-22,1
U012,U095,Finance,2025-02-04,1
U012,U095,Finance,2025-02-07,1
U012,U095,Finance,2025-02-10,1
U012,U095,Finance,2025-02-14,1
U012,U095,Finance,2025-02-20,1
U012,U095,Finance,2025-03-05,1
U012,U095,Finance,2025-03-06,1
U012,U095,Finance,2025-03-10,1
U012,U095,Finance,2025-03-14,1
U012,U095,Finance,2025-03-31,1
U012,U095,Finance,2025-04-03,2
U012,U095,Finance,2025-04-04,1
U012,U095,Finance,2025-04-09,1
U012,U099,Finance,2025-04-01,1
U012,U100,Finance,2025-01-07,2
U012,U100,Finance,2025-01-09,1
U012,U100,Finance,2025-01-19,1
U012,U100,Finance,2025-01-21,1
U012,U100,Finance,2025-01-23,1
U012,U100,Finance,2025-02-05,1
U012,U100,Finance,2025-02-14,1
U012,U100,Finance,2025-02-15,1
U012,U100,Finance,2025-02-17,1
U012,U100,Finance,2025-02-18,1
U012,U100,Finance,2025-03-07,1
U012,U100,Finance,2025-03-17,1
U012,U100,Finance,2025-03-20,1
U012,U100,Finance,2025-04-04,1
U012,U100,Finance,2025-04-09,2
U013,U001,Sales,2025-03-11,1
U013,U004,Sales,2025-02-25,1
U013,U005,Sales,2025-01-14,1
U013,U005,Sales,2025-01-15,1
U013,U005,Sales,2025-02-14,1
U013,U005,Sales,2025-02-17,1
U013,U005,Sales,2025-03-05,1
U013,U005,Sales,2025-03-13,1
U013,U005,Sales,2025-03-31,1
U013,U006,Sales,2025-03-14,1
U013,U008,Sales,2025-01-27,1
U013,U008,Sales,2025-03-19,1
U013,U008,Sales,2025-04-02,1
U013,U010,Sales,2025-01-14,1
U013,U010,Sales,2025-03-08,1
U013,U010,Sales,2025-03-17,1
U013,U011,Sales,2025-02-10,1
U013,U012,Sales,2025-01-26,1
U013,U014,Sales,2025-01-09,1
