user_id,department,date,emails_sent,docs_created,docs_shared,meetings_attended
U089,Sales,2025-01-23,12,1,1,5
U090,Sales,2025-01-23,7,4,3,6
U091,Sales,2025-01-23,8,2,1,2
U092,Engineering,2025-01-23,7,4,3,4
U093,Engineering,2025-01-23,8,3,2,7
U094,Marketing,2025-01-23,6,6,3,5
U095,Finance,2025-01-23,7,4,3,3
U096,Sales,2025-01-23,15,2,1,8
U097,Engineering,2025-01-23,7,2,2,6
U098,Engineering,2025-01-23,8,10,7,4
U099,Sales,2025-01-23,7,4,2,8
U100,Finance,2025-01-23,7,3,2,3
U001,Engineering,2025-01-24,11,7,3,6
U002,Engineering,2025-01-24,5,8,4,2
U003,Engineering,2025-01-24,4,7,5,3
U004,Sales,2025-01-24,9,2,0,12
U005,Sales,2025-01-24,14,3,1,3
U006,Finance,2025-01-24,7,3,0,7
U007,Engineering,2025-01-24,8,3,1,3
U008,Sales,2025-01-24,5,2,2,4
U009,Marketing,2025-01-24,11,7,7,4
U010,Sales,2025-01-24,15,3,2,4
U011,HR,2025-01-24,5,2,2,11
U012,Finance,2025-01-24,8,5,3,4
U013,Sales,2025-01-24,8,0,0,5
U014,Sales,2025-01-24,16,6,0,6
U015,Sales,2025-01-24,8,3,2,8
U016,Engineering,2025-01-24,8,6,5,2
U017,HR,2025-01-24,5,2,2,9
U018,Sales,2025-01-24,7,3,2,4
U019,Sales,2025-01-24,8,1,0,6
U020,Engineering,2025-01-24,6,7,6,3
U021,Finance,2025-01-24,7,6,2,3
U022,Finance,2025-01-24,4,3,1,3
U023,Engineering,2025-01-24,7,8,6,3
U024,Finance,2025-01-24,6,5,4,4
U025,Marketing,2025-01-24,5,5,1,7
U026,Finance,2025-01-24,5,2,1,5
U027,Engineering,2025-01-24,7,5,4,7
U028,Engineering,2025-01-24,3,5,4,5
U029,Sales,2025-01-24,6,5,2,8
U030,Sales,2025-01-24,10,5,4,4
U031,Sales,2025-01-24,4,2,1,5
U032,HR,2025-01-24,4,5,4,3
U033,Engineering,2025-01-24,9,7,5,5
U034,Marketing,2025-01-24,8,2,2,5
U035,Finance,2025-01-24,9,2,2,5
U036,Engineering,2025-01-24,8,6,6,5
U037,Marketing,2025-01-24,8,3,1,2
U038,HR,2025-01-24,4,1,0,4
U039,Engineering,2025-01-24,7,2,2,5
U040,HR,2025-01-24,7,4,3,3
U041,Marketing,2025-01-24,3,7,6,4
U042,Marketing,2025-01-24,12,2,1,9
U043,HR,2025-01-24,11,1,1,7
U044,Engineering,2025-01-24,4,4,1,4
U045,Engineering,2025-01-24,7,4,3,5
U046,HR,2025-01-24,1,0,0,3
U047,Engineering,2025-01-24,5,3,1,5
U048,Engineering,2025-01-24,9,5,2,6
U049,Engineering,2025-01-24,6,7,6,5
U050,HR,2025-01-24,5,4,3,3
U051,Finance,2025-01-24,10,3,3,3
U052,HR,2025-01-24,7,4,2,5
U053,Marketing,2025-01-24,5,3,1,7
U054,Engineering,2025-01-24,7,9,7,2
U055,Engineering,2025-01-24,4,3,3,5
U056,Sales,2025-01-24,5,1,1,6
U057,Marketing,2025-01-24,4,5,3,5
U058,Marketing,2025-01-24,8,4,3,6
U059,Marketing,2025-01-24,8,5,4,5
U060,Engineering,2025-01-24,3,4,2,4
U061,Engineering,2025-01-24,2,7,5,3
U062,Marketing,2025-01-24,11,3,2,4
U063,Marketing,2025-01-24,7,4,2,4
U064,Engineering,2025-01-24,4,4,4,7
U065,Sales,2025-01-24,12,2,2,4
U066,Marketing,2025-01-24,10,2,2,5
U067,Engineering,2025-01-24,11,5,2,1
U068,Engineering,2025-01-24,11,1,1,3
U069,HR,2025-01-24,6,3,2,4
U070,Engineering,2025-01-24,6,1,1,3
U071,Engineering,2025-01-24,3,6,5,6
U072,Engineering,2025-01-24,8,5,4,4
U073,Marketing,2025-01-24,9,12,7,6
U074,Marketing,2025-01-24,11,7,4,2
U075,Sales,2025-01-24,11,4,3,5
U076,Engineering,2025-01-24,6,9,5,4
U077,Engineering,2025-01-24,14,3,3,3
U078,Engineering,2025-01-24,3,3,2,5
U079,Engineering,2025-01-24,3,4,4,6
U080,Sales,2025-01-24,8,1,1,3
U081,Sales,2025-01-24,18,5,3,4
U082,Sales,2025-01-24,9,3,1,7
U083,Marketing,2025-01-24,10,5,4,2
U084,Engineering,2025-01-24,3,7,6,7
U085,HR,2025-01-24,3,6,3,6
U086,Marketing,2025-01-24,8,2,1,5
U087,Sales,2025-01-24,6,6,3,6
U088,Engineering,2025-01-24,5,9,6,4
U089,Sales,2025-01-24,6,3,1,2
U090,Sales,2025-01-24,7,4,3,5
U091,Sales,2025-01-24,10,0,0,4
U092,Engineering,2025-01-24,3,5,5,11
U093,Engineering,2025-01-24,6,6,5,6
U094,Marketing,2025-01-24,5,3,0,4
U095,Finance,2025-01-24,7,5,2,4
U096,Sales,2025-01-24,15,2,1,4
U097,Engineering,2025-01-24,6,4,3,6
U098,Engineering,2025-01-24,10,4,1,5
U099,Sales,2025-01-24,8,8,5,7
U100,Finance,2025-01-24,7,5,3,1
U001,Engineering,2025-01-25,4,1,1,1
U002,Engineering,2025-01-25,3,2,2,2
U003,Engineering,2025-01-25,3,1,1,0
U004,Sales,2025-01-25,2,1,1,0
U005,Sales,2025-01-25,6,0,0,2
U006,Finance,2025-01-25,6,1,1,2
U007,Engineering,2025-01-25,1,3,0,3
U008,Sales,2025-01-25,5,5,3,1
U009,Marketing,2025-01-25,0,1,0,2
U010,Sales,2025-01-25,6,1,1,2
U011,HR,2025-01-25,0,0,0,3
U012,Finance,2025-01-25,4,0,0,1
U013,Sales,2025-01-25,3,1,1,3
U014,Sales,2025-01-25,3,1,0,2
U015,Sales,2025-01-25,8,1,1,3
U016,Engineering,2025-01-25,3,4,3,2
U017,HR,2025-01-25,1,0,0,3
U018,Sales,2025-01-25,5,0,0,2
U019,Sales,2025-01-25,1,0,0,5
U020,Engineering,2025-01-25,2,3,1,0
U021,Finance,2025-01-25,3,1,1,2
U022,Finance,2025-01-25,1,0,0,1
U023,Engineering,2025-01-25,0,1,1,1
U024,Finance,2025-01-25,3,1,0,0
U025,Marketing,2025-01-25,4,2,2,2
U026,Finance,2025-01-25,2,1,0,3
U027,Engineering,2025-01-25,0,3,1,1
U028,Engineering,2025-01-25,5,2,1,1
U029,Sales,2025-01-25,7,0,0,1
U030,Sales,2025-01-25,7,1,0,1
U031,Sales,2025-01-25,6,0,0,0
U032,HR,2025-01-25,2,0,0,3
U033,Engineering,2025-01-25,1,2,1,2
U034,Marketing,2025-01-25,4,1,1,2
U035,Finance,2025-01-25,5,1,1,1
U036,Engineering,2025-01-25,2,2,1,0
U037,Marketing,2025-01-25,3,2,1,3
U038,HR,2025-01-25,3,2,1,2
U039,Engineering,2025-01-25,4,1,1,3
U040,HR,2025-01-25,2,5,2,3
U041,Marketing,2025-01-25,3,3,3,3
U042,Marketing,2025-01-25,7,2,2,2
U043,HR,2025-01-25,2,0,0,1
U044,Engineering,2025-01-25,1,2,1,5
U045,Engineering,2025-01-25,2,2,2,0
U046,HR,2025-01-25,5,2,0,0
U047,Engineering,2025-01-25,4,2,1,0
U048,Engineering,2025-01-25,2,2,1,0
U049,Engineering,2025-01-25,1,4,3,2
U050,HR,2025-01-25,1,0,0,3
U051,Finance,2025-01-25,2,1,1,3
U052,HR,2025-01-25,1,2,2,2
U053,Marketing,2025-01-25,4,1,1,5
U054,Engineering,2025-01-25,2,2,2,1
U055,Engineering,2025-01-25,0,4,4,0
U056,Sales,2025-01-25,2,2,1,6
U057,Marketing,2025-01-25,2,1,0,2
U058,Marketing,2025-01-25,3,0,0,3
U059,Marketing,2025-01-25,6,4,3,1
U060,Engineering,2025-01-25,0,3,0,2
U061,Engineering,2025-01-25,0,3,3,2
U062,Marketing,2025-01-25,2,0,0,2
U063,Marketing,2025-01-25,2,2,2,1
U064,Engineering,2025-01-25,3,1,1,1
U065,Sales,2025-01-25,6,1,1,5
U066,Marketing,2025-01-25,7,3,2,1
U067,Engineering,2025-01-25,0,4,4,1
U068,Engineering,2025-01-25,4,0,0,3
U069,HR,2025-01-25,3,2,2,1
U070,Engineering,2025-01-25,1,4,3,0
U071,Engineering,2025-01-25,5,1,0,2
U072,Engineering,2025-01-25,2,0,0,1
U073,Marketing,2025-01-25,3,4,3,4
U074,Marketing,2025-01-25,4,2,2,4
U075,Sales,2025-01-25,4,2,1,1
U076,Engineering,2025-01-25,3,2,2,1
U077,Engineering,2025-01-25,4,1,0,1
U078,Engineering,2025-01-25,1,2,0,1
U079,Engineering,2025-01-25,4,4,2,3
U080,Sales,2025-01-25,9,0,0,5
U081,Sales,2025-01-25,3,2,1,3
U082,Sales,2025-01-25,4,1,0,3
U083,Marketing,2025-01-25,4,2,1,1
U084,Engineering,2025-01-25,2,1,1,2
U085,HR,2025-01-25,1,1,0,4
U086,Marketing,2025-01-25,2,2,1,1
U087,Sales,2025-01-25,6,2,1,3
U088,Engineering,2025-01-25,3,2,1,1
U089,Sales,2025-01-25,4,1,1,5
U090,Sales,2025-01-25,3,1,1,1
U091,Sales,2025-01-25,3,1,1,2
U092,Engineering,2025-01-25,2,1,1,1
U093,Engineering,2025-01-25,1,2,2,5
U094,Marketing,2025-01-25,2,0,0,3
U095,Finance,2025-01-25,1,1,1,1
U096,Sales,2025-01-25,6,1,0,3
U097,Engineering,2025-01-25,1,4,4,1
U098,Engineering,2025-01-25,2,1,1,2
U099,Sales,2025-01-25,3,2,0,2
U100,Finance,2025-01-25,3,2,1,2
U001,Engineering,2025-01-26,2,0,0,2
U002,Engineering,2025-01-26,6,3,2,2
U003,Engineering,2025-01-26,1,0,0,0
U004,Sales,2025-01-26,7,1,0,2
U005,Sales,2025-01-26,3,1,1,2
U006,Finance,2025-01-26,3,0,0,3
U007,Engineering,2025-01-26,0,3,2,1
U008,Sales,2025-01-26,3,1,0,2
U009,Marketing,2025-01-26,3,5,4,1
U010,Sales,2025-01-26,6,1,0,5
U011,HR,2025-01-26,0,2,1,5
U012,Finance,2025-01-26,2,3,2,3
U013,Sales,2025-01-26,1,1,1,0
U014,Sales,2025-01-26,6,0,0,3
U015,Sales,2025-01-26,5,1,0,2
U016,Engineering,2025-01-26,2,3,1,1
U017,HR,2025-01-26,0,0,0,4
U018,Sales,2025-01-26,7,0,0,3
U019,Sales,2025-01-26,5,2,0,5
U020,Engineering,2025-01-26,2,2,1,2
U021,Finance,2025-01-26,4,1,1,4
U022,Finance,2025-01-26,5,2,0,2
U023,Engineering,2025-01-26,2,4,3,1
U024,Finance,2025-01-26,5,0,0,4
U025,Marketing,2025-01-26,3,1,0,1
U026,Finance,2025-01-26,2,2,1,1
U027,Engineering,2025-01-26,4,4,3,1
U028,Engineering,2025-01-26,3,0,0,1
U029,Sales,2025-01-26,3,2,2,2
U030,Sales,2025-01-26,6,0,0,2
U031,Sales,2025-01-26,6,1,1,1
U032,HR,2025-01-26,3,2,0,0
U033,Engineering,2025-01-26,4,4,3,1
U034,Marketing,2025-01-26,2,1,1,1
U035,Finance,2025-01-26,5,3,2,0
U036,Engineering,2025-01-26,3,3,1,1
U037,Marketing,2025-01-26,1,1,1,2
U038,HR,2025-01-26,2,0,0,2
U039,Engineering,2025-01-26,4,4,2,4
U040,HR,2025-01-26,4,0,0,3
U041,Marketing,2025-01-26,4,0,0,3
U042,Marketing,2025-01-26,5,1,1,1
U043,HR,2025-01-26,1,0,0,2
U044,Engineering,2025-01-26,4,3,2,2
U045,Engineering,2025-01-26,2,2,2,1
U046,HR,2025-01-26,4,5,2,0
U047,Engineering,2025-01-26,5,2,1,2
U048,Engineering,2025-01-26,3,1,1,2
U049,Engineering,2025-01-26,4,0,0,3
U050,HR,2025-01-26,1,2,2,5
U051,Finance,2025-01-26,4,4,1,0
U052,HR,2025-01-26,1,2,2,1
U053,Marketing,2025-01-26,6,2,2,1
U054,Engineering,2025-01-26,1,2,0,1
U055,Engineering,2025-01-26,3,3,2,1
U056,Sales,2025-01-26,4,2,1,1
U057,Marketing,2025-01-26,3,2,1,0
U058,Marketing,2025-01-26,1,1,1,3
U059,Marketing,2025-01-26,2,1,1,1
U060,Engineering,2025-01-26,3,4,2,3
U061,Engineering,2025-01-26,3,2,1,1
U062,Marketing,2025-01-26,2,1,1,3
U063,Marketing,2025-01-26,5,2,2,1
U064,Engineering,2025-01-26,2,1,0,1
U065,Sales,2025-01-26,2,1,0,3
U066,Marketing,2025-01-26,6,4,3,1
U067,Engineering,2025-01-26,1,8,6,0
U068,Engineering,2025-01-26,1,2,1,1
U069,HR,2025-01-26,1,1,0,4
U070,Engineering,2025-01-26,4,2,2,0
U071,Engineering,2025-01-26,3,4,4,4
U072,Engineering,2025-01-26,4,3,1,3
U073,Marketing,2025-01-26,5,1,1,2
U074,Marketing,2025-01-26,5,3,2,2
U075,Sales,2025-01-26,1,0,0,3
U076,Engineering,2025-01-26,3,3,3,1
U077,Engineering,2025-01-26,3,2,2,2
U078,Engineering,2025-01-26,5,3,2,2
U079,Engineering,2025-01-26,3,1,1,2
U080,Sales,2025-01-26,1,0,0,4
U081,Sales,2025-01-26,2,2,1,2
U082,Sales,2025-01-26,5,4,2,2
U083,Marketing,2025-01-26,4,1,0,3
U084,Engineering,2025-01-26,3,2,2,4
U085,HR,2025-01-26,1,2,0,3
U086,Marketing,2025-01-26,4,1,0,5
U087,Sales,2025-01-26,1,2,1,1
U088,Engineering,2025-01-26,1,3,3,2
U089,Sales,2025-01-26,5,3,3,2
U090,Sales,2025-01-26,6,1,1,4
U091,Sales,2025-01-26,1,0,0,2
U092,Engineering,2025-01-26,3,2,2,1
U093,Engineering,2025-01-26,0,1,1,1
U094,Marketing,2025-01-26,4,3,3,1
U095,Finance,2025-01-26,2,6,3,0
U096,Sales,2025-01-26,2,3,1,1
U097,Engineering,2025-01-26,4,5,4,1
U098,Engineering,2025-01-26,0,1,1,5
U099,Sales,2025-01-26,5,1,0,0
U100,Finance,2025-01-26,4,3,0,0
U001,Engineering,2025-01-27,5,5,4,5
U002,Engineering,2025-01-27,11,7,5,5
U003,Engineering,2025-01-27,4,6,3,2
U004,Sales,2025-01-27,12,1,0,6
U005,Sales,2025-01-27,11,2,1,9
U006,Finance,2025-01-27,8,4,4,9
U007,Engineering,2025-01-27,5,4,3,3
U008,Sales,2025-01-27,11,2,0,4
U009,Marketing,2025-01-27,7,5,3,5
U010,Sales,2025-01-27,10,1,0,10
U011,HR,2025-01-27,1,4,3,3
U012,Finance,2025-01-27,8,1,1,3
U013,Sales,2025-01-27,9,3,3,4
U014,Sales,2025-01-27,7,3,2,9
U015,Sales,2025-01-27,16,1,1,8
U016,Engineering,2025-01-27,7,5,3,3
U017,HR,2025-01-27,4,1,0,4
U018,Sales,2025-01-27,9,1,1,4
U019,Sales,2025-01-27,12,5,1,3
U020,Engineering,2025-01-27,0,3,2,2
U021,Finance,2025-01-27,10,2,2,9
U022,Finance,2025-01-27,13,4,2,3
U023,Engineering,2025-01-27,7,1,1,1
U024,Finance,2025-01-27,5,6,4,6
U025,Marketing,2025-01-27,6,7,5,1
U026,Finance,2025-01-27,7,4,3,4
U027,Engineering,2025-01-27,5,5,5,5
U028,Engineering,2025-01-27,8,3,3,4
U029,Sales,2025-01-27,9,3,2,6
U030,Sales,2025-01-27,10,4,2,5
U031,Sales,2025-01-27,11,3,1,6
U032,HR,2025-01-27,1,4,2,4
U033,Engineering,2025-01-27,7,4,4,4
U034,Marketing,2025-01-27,8,5,4,3
U035,Finance,2025-01-27,9,7,1,3
U036,Engineering,2025-01-27,9,2,2,4
U037,Marketing,2025-01-27,7,4,3,6
U038,HR,2025-01-27,6,3,3,7
U039,Engineering,2025-01-27,13,5,4,0
U040,HR,2025-01-27,6,0,0,5
U041,Marketing,2025-01-27,12,4,2,5
U042,Marketing,2025-01-27,11,4,2,6
U043,HR,2025-01-27,3,5,2,3
U044,Engineering,2025-01-27,3,2,2,4
U045,Engineering,2025-01-27,8,5,3,8
U046,HR,2025-01-27,9,4,3,5
U047,Engineering,2025-01-27,11,0,0,5
U048,Engineering,2025-01-27,9,5,4,2
U049,Engineering,2025-01-27,8,3,1,2
U050,HR,2025-01-27,8,1,0,10
U051,Finance,2025-01-27,8,3,2,6
U052,HR,2025-01-27,5,5,4,1
U053,Marketing,2025-01-27,11,3,2,6
U054,Engineering,2025-01-27,6,5,3,6
U055,Engineering,2025-01-27,4,11,7,5
U056,Sales,2025-01-27,9,2,1,4
U057,Marketing,2025-01-27,8,10,7,7
U058,Marketing,2025-01-27,6,10,8,5
U059,Marketing,2025-01-27,5,2,2,7
U060,Engineering,2025-01-27,4,2,2,2
U061,Engineering,2025-01-27,10,4,3,5
U062,Marketing,2025-01-27,13,4,3,3
U063,Marketing,2025-01-27,4,4,4,2
U064,Engineering,2025-01-27,9,7,3,2
U065,Sales,2025-01-27,12,2,2,10
U066,Marketing,2025-01-27,4,4,3,4
U067,Engineering,2025-01-27,3,2,2,3
U068,Engineering,2025-01-27,3,6,3,3
U069,HR,2025-01-27,3,1,1,4
U070,Engineering,2025-01-27,3,3,1,4
U071,Engineering,2025-01-27,6,7,6,7
U072,Engineering,2025-01-27,6,4,2,6
U073,Marketing,2025-01-27,8,5,1,8
U074,Marketing,2025-01-27,8,2,1,1
U075,Sales,2025-01-27,10,4,1,12
U076,Engineering,2025-01-27,8,6,6,6
U077,Engineering,2025-01-27,7,13,11,6
U078,Engineering,2025-01-27,6,7,6,6
U079,Engineering,2025-01-27,6,9,6,2
U080,Sales,2025-01-27,11,4,1,6
U081,Sales,2025-01-27,10,9,7,2
U082,Sales,2025-01-27,16,1,1,13
U083,Marketing,2025-01-27,10,1,1,8
U084,Engineering,2025-01-27,6,6,4,1
U085,HR,2025-01-27,5,5,2,4
U086,Marketing,2025-01-27,6,2,0,6
U087,Sales,2025-01-27,10,1,1,7
U088,Engineering,2025-01-27,7,6,5,6
U089,Sales,2025-01-27,10,5,2,0
U090,Sales,2025-01-27,9,1,0,6
U091,Sales,2025-01-27,11,7,4,12
U092,Engineering,2025-01-27,6,3,1,3
U093,Engineering,2025-01-27,4,9,5,3
U094,Marketing,2025-01-27,4,7,5,2
U095,Finance,2025-01-27,6,2,2,4
U096,Sales,2025-01-27,14,1,1,6
U097,Engineering,2025-01-27,2,9,6,2
U098,Engineering,2025-01-27,4,5,4,4
U099,Sales,2025-01-27,8,1,0,11
U100,Finance,2025-01-27,8,7,5,5
U001,Engineering,2025-01-28,4,3,3,4
U002,Engineering,2025-01-28,6,8,6,2
U003,Engineering,2025-01-28,3,6,4,2
U004,Sales,2025-01-28,9,1,1,8
U005,Sales,2025-01-28,7,6,4,8
U006,Finance,2025-01-28,4,6,5,3
U007,Engineering,2025-01-28,6,3,2,2
U008,Sales,2025-01-28,10,1,1,10
U009,Marketing,2025-01-28,12,5,4,3
U010,Sales,2025-01-28,15,3,2,7
U011,HR,2025-01-28,2,6,4,3
U012,Finance,2025-01-28,10,3,1,3
U013,Sales,2025-01-28,9,2,0,6
U014,Sales,2025-01-28,11,2,2,6
U015,Sales,2025-01-28,12,5,1,7
U016,Engineering,2025-01-28,5,10,7,1
U017,HR,2025-01-28,5,2,1,3
U018,Sales,2025-01-28,8,2,1,6
U019,Sales,2025-01-28,18,4,1,3
U020,Engineering,2025-01-28,3,4,0,3
U021,Finance,2025-01-28,6,6,2,2
U022,Finance,2025-01-28,10,7,5,7
U023,Engineering,2025-01-28,10,6,5,3
U024,Finance,2025-01-28,7,2,1,2
U025,Marketing,2025-01-28,6,4,2,4
U026,Finance,2025-01-28,7,6,3,3
U027,Engineering,2025-01-28,4,7,6,4
U028,Engineering,2025-01-28,8,3,3,0
U029,Sales,2025-01-28,8,6,3,7
U030,Sales,2025-01-28,7,4,2,7
U031,Sales,2025-01-28,10,1,1,3
U032,HR,2025-01-28,4,1,1,7
U033,Engineering,2025-01-28,5,8,8,3
U034,Marketing,2025-01-28,4,1,0,7
U035,Finance,2025-01-28,5,0,0,5
U036,Engineering,2025-01-28,8,5,3,3
U037,Marketing,2025-01-28,4,3,2,8
U038,HR,2025-01-28,2,6,3,8
U039,Engineering,2025-01-28,6,7,6,10
U040,HR,2025-01-28,6,0,0,4
U041,Marketing,2025-01-28,9,4,3,8
U042,Marketing,2025-01-28,6,2,1,4
U043,HR,2025-01-28,5,4,3,4
U044,Engineering,2025-01-28,7,4,2,5
U045,Engineering,2025-01-28,8,4,2,2
U046,HR,2025-01-28,11,3,3,8
U047,Engineering,2025-01-28,6,3,1,5
U048,Engineering,2025-01-28,4,9,7,5
U049,Engineering,2025-01-28,6,1,1,4
U050,HR,2025-01-28,7,5,3,6
U051,Finance,2025-01-28,4,5,5,5
U052,HR,2025-01-28,5,5,2,6
U053,Marketing,2025-01-28,8,8,4,3
U054,Engineering,2025-01-28,7,4,2,6
U055,Engineering,2025-01-28,8,5,5,3
U056,Sales,2025-01-28,13,4,3,5
U057,Marketing,2025-01-28,8,3,3,6
U058,Marketing,2025-01-28,6,3,3,10
U059,Marketing,2025-01-28,4,1,1,8
U060,Engineering,2025-01-28,6,4,4,5
U061,Engineering,2025-01-28,2,6,4,1
U062,Marketing,2025-01-28,12,5,3,3
U063,Marketing,2025-01-28,10,3,1,7
U064,Engineering,2025-01-28,3,5,5,4
U065,Sales,2025-01-28,15,6,1,8
U066,Marketing,2025-01-28,15,3,1,7
U067,Engineering,2025-01-28,9,3,3,1
U068,Engineering,2025-01-28,8,4,4,6
U069,HR,2025-01-28,4,6,4,9
U070,Engineering,2025-01-28,6,8,4,7
U071,Engineering,2025-01-28,3,8,3,11
U072,Engineering,2025-01-28,9,5,3,5
U073,Marketing,2025-01-28,11,1,1,4
U074,Marketing,2025-01-28,8,1,0,4
U075,Sales,2025-01-28,8,1,1,12
U076,Engineering,2025-01-28,7,1,1,5
U077,Engineering,2025-01-28,1,7,2,6
U078,Engineering,2025-01-28,7,3,3,5
U079,Engineering,2025-01-28,5,5,2,6
U080,Sales,2025-01-28,10,1,0,5
U081,Sales,2025-01-28,7,6,1,4
U082,Sales,2025-01-28,12,3,2,5
U083,Marketing,2025-01-28,15,5,3,6
U084,Engineering,2025-01-28,5,3,2,4
U085,HR,2025-01-28,7,4,4,5
U086,Marketing,2025-01-28,5,2,2,7
U087,Sales,2025-01-28,9,1,1,4
U088,Engineering,2025-01-28,4,4,3,1
U089,Sales,2025-01-28,15,2,1,3
U090,Sales,2025-01-28,10,3,0,7
U091,Sales,2025-01-28,8,6,4,2
U092,Engineering,2025-01-28,5,5,3,6
U093,Engineering,2025-01-28,7,1,1,4
U094,Marketing,2025-01-28,9,5,4,1
U095,Finance,2025-01-28,6,4,3,6
U096,Sales,2025-01-28,7,1,0,6
U097,Engineering,2025-01-28,6,5,4,5
U098,Engineering,2025-01-28,4,5,4,8
U099,Sales,2025-01-28,7,2,2,3
U100,Finance,2025-01-28,6,2,2,2
U001,Engineering,2025-01-29,3,6,5,0
U002,Engineering,2025-01-29,8,4,2,5
U003,Engineering,2025-01-29,4,5,2,1
U004,Sales,2025-01-29,9,2,2,6
U005,Sales,2025-01-29,14,5,1,8
U006,Finance,2025-01-29,9,3,1,3
U007,Engineering,2025-01-29,4,2,1,4
U008,Sales,2025-01-29,8,3,2,12
U009,Marketing,2025-01-29,13,8,5,6
U010,Sales,2025-01-29,17,2,1,6
U011,HR,2025-01-29,5,2,0,7
U012,Finance,2025-01-29,5,1,1,4
U013,Sales,2025-01-29,12,3,1,9
U014,Sales,2025-01-29,13,4,1,5
U015,Sales,2025-01-29,12,3,2,4
U016,Engineering,2025-01-29,6,3,1,4
U017,HR,2025-01-29,6,5,4,5
U018,Sales,2025-01-29,7,4,2,5
U019,Sales,2025-01-29,15,4,2,7
U020,Engineering,2025-01-29,9,1,0,4
U021,Finance,2025-01-29,8,3,2,8
U022,Finance,2025-01-29,5,6,2,4
U023,Engineering,2025-01-29,5,7,6,3
U024,Finance,2025-01-29,12,2,1,7
U025,Marketing,2025-01-29,7,9,6,12
U026,Finance,2025-01-29,7,5,4,2
U027,Engineering,2025-01-29,3,4,4,5
U028,Engineering,2025-01-29,5,8,5,3
U029,Sales,2025-01-29,12,7,5,7
U030,Sales,2025-01-29,14,4,3,2
U031,Sales,2025-01-29,9,1,1,3
U032,HR,2025-01-29,4,1,0,4
U033,Engineering,2025-01-29,11,8,5,7
U034,Marketing,2025-01-29,5,7,5,6
U035,Finance,2025-01-29,6,4,3,5
U036,Engineering,2025-01-29,5,4,1,4
U037,Marketing,2025-01-29,7,6,3,4
U038,HR,2025-01-29,5,1,0,10
U039,Engineering,2025-01-29,4,6,3,9
U040,HR,2025-01-29,5,2,1,5
U041,Marketing,2025-01-29,9,6,5,3
U042,Marketing,2025-01-29,5,3,2,4
U043,HR,2025-01-29,4,3,2,7
U044,Engineering,2025-01-29,5,4,3,1
U045,Engineering,2025-01-29,8,3,2,3
U046,HR,2025-01-29,5,1,0,7
U047,Engineering,2025-01-29,8,4,1,4
U048,Engineering,2025-01-29,7,4,4,5
U049,Engineering,2025-01-29,4,5,5,3
U050,HR,2025-01-29,5,4,3,6
U051,Finance,2025-01-29,2,6,4,7
U052,HR,2025-01-29,4,0,0,5
U053,Marketing,2025-01-29,12,1,0,6
U054,Engineering,2025-01-29,7,3,2,2
U055,Engineering,2025-01-29,8,5,5,2
U056,Sales,2025-01-29,13,2,0,6
U057,Marketing,2025-01-29,9,6,5,3
U058,Marketing,2025-01-29,7,6,4,10
U059,Marketing,2025-01-29,7,5,4,3
U060,Engineering,2025-01-29,3,1,1,5
U061,Engineering,2025-01-29,1,5,5,6
U062,Marketing,2025-01-29,9,3,2,4
U063,Marketing,2025-01-29,13,3,3,8
U064,Engineering,2025-01-29,2,3,3,7
U065,Sales,2025-01-29,17,3,2,4
U066,Marketing,2025-01-29,6,4,2,6
U067,Engineering,2025-01-29,8,7,3,4
U068,Engineering,2025-01-29,7,6,6,7
U069,HR,2025-01-29,6,4,3,4
U070,Engineering,2025-01-29,5,5,4,2
U071,Engineering,2025-01-29,6,8,7,1
U072,Engineering,2025-01-29,5,4,2,1
U073,Marketing,2025-01-29,4,5,3,5
U074,Marketing,2025-01-29,10,4,2,4
U075,Sales,2025-01-29,10,8,6,6
U076,Engineering,2025-01-29,9,5,3,5
U077,Engineering,2025-01-29,4,6,5,4
U078,Engineering,2025-01-29,3,2,0,6
U079,Engineering,2025-01-29,3,3,2,8
U080,Sales,2025-01-29,6,4,2,6
U081,Sales,2025-01-29,10,4,2,8
U082,Sales,2025-01-29,7,3,1,5
U083,Marketing,2025-01-29,5,7,4,5
U084,Engineering,2025-01-29,6,4,0,3
U085,HR,2025-01-29,6,2,0,6
U086,Marketing,2025-01-29,4,3,1,7
U087,Sales,2025-01-29,14,1,0,10
U088,Engineering,2025-01-29,15,3,2,3
U089,Sales,2025-01-29,9,1,1,6
U090,Sales,2025-01-29,11,4,2,6
U091,Sales,2025-01-29,10,4,1,4
U092,Engineering,2025-01-29,8,3,2,5
U093,Engineering,2025-01-29,5,3,3,4
U094,Marketing,2025-01-29,10,2,2,2
U095,Finance,2025-01-29,6,4,1,6
U096,Sales,2025-01-29,8,2,1,3
U097,Engineering,2025-01-29,5,6,5,4
U098,Engineering,2025-01-29,9,4,2,4
U099,Sales,2025-01-29,10,1,1,11
U100,Finance,2025-01-29,6,7,2,9
U001,Engineering,2025-01-30,9,5,3,7
U002,Engineering,2025-01-30,6,2,2,3
U003,Engineering,2025-01-30,5,3,2,3
U004,Sales,2025-01-30,11,4,2,4
U005,Sales,2025-01-30,11,4,3,4
U006,Finance,2025-01-30,4,3,2,9
U007,Engineering,2025-01-30,9,6,5,2
U008,Sales,2025-01-30,9,1,0,5
U009,Marketing,2025-01-30,4,2,1,3
U010,Sales,2025-01-30,16,3,1,7
