user_id,department,date,meetings_attended,total_meeting_minutes,avg_participants
U075,Sales,2025-01-17,8,208,6
U076,Engineering,2025-01-17,3,81,6
U077,Engineering,2025-01-17,2,36,6
U078,Engineering,2025-01-17,0,33,4
U079,Engineering,2025-01-17,2,72,7
U080,Sales,2025-01-17,3,60,6
U081,Sales,2025-01-17,3,114,8
U082,Sales,2025-01-17,9,270,8
U083,Marketing,2025-01-17,9,270,9
U084,Engineering,2025-01-17,4,108,6
U085,HR,2025-01-17,6,108,6
U086,Marketing,2025-01-17,7,427,6
U087,Sales,2025-01-17,8,392,8
U088,Engineering,2025-01-17,5,115,8
U089,Sales,2025-01-17,9,72,10
U090,Sales,2025-01-17,1,45,12
U091,Sales,2025-01-17,6,210,8
U092,Engineering,2025-01-17,3,57,6
U093,Engineering,2025-01-17,5,135,7
U094,Marketing,2025-01-17,5,130,9
U095,Finance,2025-01-17,7,245,6
U096,Sales,2025-01-17,6,192,8
U097,Engineering,2025-01-17,4,64,6
U098,Engineering,2025-01-17,2,60,6
U099,Sales,2025-01-17,6,102,10
U100,Finance,2025-01-17,9,306,6
U001,Engineering,2025-01-18,1,29,5
U002,Engineering,2025-01-18,2,50,5
U003,Engineering,2025-01-18,1,30,6
U004,Sales,2025-01-18,2,54,6
U005,Sales,2025-01-18,4,104,10
U006,Finance,2025-01-18,2,70,6
U007,Engineering,2025-01-18,5,160,4
U008,Sales,2025-01-18,1,37,8
U009,Marketing,2025-01-18,1,45,9
U010,Sales,2025-01-18,6,192,6
U011,HR,2025-01-18,3,57,8
U012,Finance,2025-01-18,1,36,6
U013,Sales,2025-01-18,4,180,6
U014,Sales,2025-01-18,1,35,10
U015,Sales,2025-01-18,6,108,8
U016,Engineering,2025-01-18,2,62,7
U017,HR,2025-01-18,1,26,6
U018,Sales,2025-01-18,5,135,6
U019,Sales,2025-01-18,3,96,6
U020,Engineering,2025-01-18,2,58,6
U021,Finance,2025-01-18,2,58,6
U022,Finance,2025-01-18,2,38,6
U023,Engineering,2025-01-18,0,42,4
U024,Finance,2025-01-18,2,44,10
U025,Marketing,2025-01-18,3,120,8
U026,Finance,2025-01-18,1,31,6
U027,Engineering,2025-01-18,1,38,4
U028,Engineering,2025-01-18,2,38,6
U029,Sales,2025-01-18,0,24,8
U030,Sales,2025-01-18,1,29,10
U031,Sales,2025-01-18,1,24,6
U032,HR,2025-01-18,3,84,6
U033,Engineering,2025-01-18,4,80,8
U034,Marketing,2025-01-18,1,30,5
U035,Finance,2025-01-18,6,168,4
U036,Engineering,2025-01-18,0,28,7
U037,Marketing,2025-01-18,3,72,10
U038,HR,2025-01-18,3,102,8
U039,Engineering,2025-01-18,2,70,7
U040,HR,2025-01-18,0,21,6
U041,Marketing,2025-01-18,5,195,5
U042,Marketing,2025-01-18,4,92,7
U043,HR,2025-01-18,3,60,4
U044,Engineering,2025-01-18,3,90,7
U045,Engineering,2025-01-18,0,27,5
U046,HR,2025-01-18,0,44,4
U047,Engineering,2025-01-18,3,51,9
U048,Engineering,2025-01-18,1,20,6
U049,Engineering,2025-01-18,1,27,8
U050,HR,2025-01-18,0,28,6
U051,Finance,2025-01-18,2,50,6
U052,HR,2025-01-18,6,240,6
U053,Marketing,2025-01-18,1,22,7
U054,Engineering,2025-01-18,0,23,4
U055,Engineering,2025-01-18,1,18,4
U056,Sales,2025-01-18,4,180,8
U057,Marketing,2025-01-18,3,96,7
U058,Marketing,2025-01-18,1,19,8
U059,Marketing,2025-01-18,2,82,6
U060,Engineering,2025-01-18,2,84,4
U061,Engineering,2025-01-18,1,32,5
U062,Marketing,2025-01-18,3,75,7
U063,Marketing,2025-01-18,7,126,6
U064,Engineering,2025-01-18,0,21,8
U065,Sales,2025-01-18,2,38,10
U066,Marketing,2025-01-18,1,28,5
U067,Engineering,2025-01-18,1,29,5
U068,Engineering,2025-01-18,1,26,6
U069,HR,2025-01-18,2,62,6
U070,Engineering,2025-01-18,0,42,4
U071,Engineering,2025-01-18,1,35,7
U072,Engineering,2025-01-18,3,15,9
U073,Marketing,2025-01-18,4,92,7
U074,Marketing,2025-01-18,2,86,7
U075,Sales,2025-01-18,2,44,6
U076,Engineering,2025-01-18,1,41,6
U077,Engineering,2025-01-18,0,33,4
U078,Engineering,2025-01-18,0,37,8
U079,Engineering,2025-01-18,0,24,5
U080,Sales,2025-01-18,2,48,10
U081,Sales,2025-01-18,3,15,6
U082,Sales,2025-01-18,1,41,6
U083,Marketing,2025-01-18,4,168,5
U084,Engineering,2025-01-18,1,19,8
U085,HR,2025-01-18,6,126,8
U086,Marketing,2025-01-18,2,74,7
U087,Sales,2025-01-18,6,306,6
U088,Engineering,2025-01-18,2,112,4
U089,Sales,2025-01-18,5,75,8
U090,Sales,2025-01-18,1,47,10
U091,Sales,2025-01-18,2,52,8
U092,Engineering,2025-01-18,0,35,4
U093,Engineering,2025-01-18,1,28,7
U094,Marketing,2025-01-18,1,16,6
U095,Finance,2025-01-18,3,63,6
U096,Sales,2025-01-18,3,141,6
U097,Engineering,2025-01-18,1,34,8
U098,Engineering,2025-01-18,4,44,4
U099,Sales,2025-01-18,3,108,8
U100,Finance,2025-01-18,2,90,6
U001,Engineering,2025-01-19,1,28,7
U002,Engineering,2025-01-19,2,94,8
U003,Engineering,2025-01-19,3,93,5
U004,Sales,2025-01-19,0,24,6
U005,Sales,2025-01-19,3,105,8
U006,Finance,2025-01-19,0,28,4
U007,Engineering,2025-01-19,0,23,8
U008,Sales,2025-01-19,3,96,8
U009,Marketing,2025-01-19,7,210,7
U010,Sales,2025-01-19,3,129,8
U011,HR,2025-01-19,1,16,8
U012,Finance,2025-01-19,5,70,6
U013,Sales,2025-01-19,4,100,8
U014,Sales,2025-01-19,3,75,6
U015,Sales,2025-01-19,3,93,8
U016,Engineering,2025-01-19,0,29,7
U017,HR,2025-01-19,3,78,6
U018,Sales,2025-01-19,3,57,8
U019,Sales,2025-01-19,1,39,6
U020,Engineering,2025-01-19,0,30,5
U021,Finance,2025-01-19,1,14,4
U022,Finance,2025-01-19,2,74,6
U023,Engineering,2025-01-19,1,38,4
U024,Finance,2025-01-19,3,90,6
U025,Marketing,2025-01-19,0,34,7
U026,Finance,2025-01-19,3,111,8
U027,Engineering,2025-01-19,1,21,4
U028,Engineering,2025-01-19,0,26,5
U029,Sales,2025-01-19,2,100,6
U030,Sales,2025-01-19,2,34,6
U031,Sales,2025-01-19,2,64,6
U032,HR,2025-01-19,9,135,8
U033,Engineering,2025-01-19,2,76,5
U034,Marketing,2025-01-19,2,82,7
U035,Finance,2025-01-19,0,42,10
U036,Engineering,2025-01-19,1,30,4
U037,Marketing,2025-01-19,3,93,5
U038,HR,2025-01-19,0,25,8
U039,Engineering,2025-01-19,2,64,6
U040,HR,2025-01-19,3,117,6
U041,Marketing,2025-01-19,3,42,8
U042,Marketing,2025-01-19,2,84,7
U043,HR,2025-01-19,3,87,8
U044,Engineering,2025-01-19,1,23,6
U045,Engineering,2025-01-19,2,76,7
U046,HR,2025-01-19,2,62,6
U047,Engineering,2025-01-19,4,132,4
U048,Engineering,2025-01-19,3,129,4
U049,Engineering,2025-01-19,4,56,4
U050,HR,2025-01-19,3,54,6
U051,Finance,2025-01-19,2,34,4
U052,HR,2025-01-19,1,37,4
U053,Marketing,2025-01-19,1,28,8
U054,Engineering,2025-01-19,1,35,5
U055,Engineering,2025-01-19,1,30,4
U056,Sales,2025-01-19,1,41,6
U057,Marketing,2025-01-19,3,102,8
U058,Marketing,2025-01-19,4,72,8
U059,Marketing,2025-01-19,0,17,7
U060,Engineering,2025-01-19,1,41,7
U061,Engineering,2025-01-19,1,23,7
U062,Marketing,2025-01-19,6,222,7
U063,Marketing,2025-01-19,1,26,6
U064,Engineering,2025-01-19,1,22,6
U065,Sales,2025-01-19,3,99,8
U066,Marketing,2025-01-19,5,185,7
U067,Engineering,2025-01-19,1,35,7
U068,Engineering,2025-01-19,2,64,8
U069,HR,2025-01-19,3,114,6
U070,Engineering,2025-01-19,0,31,10
U071,Engineering,2025-01-19,1,38,8
U072,Engineering,2025-01-19,4,132,7
U073,Marketing,2025-01-19,2,66,6
U074,Marketing,2025-01-19,2,88,6
U075,Sales,2025-01-19,3,87,6
U076,Engineering,2025-01-19,2,42,8
U077,Engineering,2025-01-19,1,31,7
U078,Engineering,2025-01-19,2,22,6
U079,Engineering,2025-01-19,1,47,7
U080,Sales,2025-01-19,3,111,6
U081,Sales,2025-01-19,2,48,6
U082,Sales,2025-01-19,0,44,6
U083,Marketing,2025-01-19,3,177,6
U084,Engineering,2025-01-19,3,69,6
U085,HR,2025-01-19,2,50,6
U086,Marketing,2025-01-19,3,111,8
U087,Sales,2025-01-19,0,11,6
U088,Engineering,2025-01-19,2,98,5
U089,Sales,2025-01-19,2,50,6
U090,Sales,2025-01-19,2,56,6
U091,Sales,2025-01-19,3,96,10
U092,Engineering,2025-01-19,2,54,9
U093,Engineering,2025-01-19,0,22,5
U094,Marketing,2025-01-19,5,150,7
U095,Finance,2025-01-19,1,38,10
U096,Sales,2025-01-19,3,72,8
U097,Engineering,2025-01-19,2,60,5
U098,Engineering,2025-01-19,0,20,7
U099,Sales,2025-01-19,1,29,10
U100,Finance,2025-01-19,3,84,8
U001,Engineering,2025-01-20,0,29,5
U002,Engineering,2025-01-20,3,87,7
U003,Engineering,2025-01-20,4,116,5
U004,Sales,2025-01-20,7,154,6
U005,Sales,2025-01-20,9,117,8
U006,Finance,2025-01-20,5,165,6
U007,Engineering,2025-01-20,2,46,7
U008,Sales,2025-01-20,6,168,6
U009,Marketing,2025-01-20,9,72,8
U010,Sales,2025-01-20,6,186,6
U011,HR,2025-01-20,3,60,4
U012,Finance,2025-01-20,6,264,6
U013,Sales,2025-01-20,3,105,6
U014,Sales,2025-01-20,6,282,8
U015,Sales,2025-01-20,3,54,8
U016,Engineering,2025-01-20,4,96,4
U017,HR,2025-01-20,9,297,6
U018,Sales,2025-01-20,6,246,6
U019,Sales,2025-01-20,7,182,6
U020,Engineering,2025-01-20,7,231,5
U021,Finance,2025-01-20,6,144,8
U022,Finance,2025-01-20,3,66,6
U023,Engineering,2025-01-20,3,51,6
U024,Finance,2025-01-20,3,138,6
U025,Marketing,2025-01-20,2,42,7
U026,Finance,2025-01-20,8,168,6
U027,Engineering,2025-01-20,3,72,4
U028,Engineering,2025-01-20,2,46,5
U029,Sales,2025-01-20,8,264,8
U030,Sales,2025-01-20,8,128,8
U031,Sales,2025-01-20,5,95,8
U032,HR,2025-01-20,5,70,8
U033,Engineering,2025-01-20,3,87,4
U034,Marketing,2025-01-20,1,25,7
U035,Finance,2025-01-20,4,48,6
U036,Engineering,2025-01-20,4,68,4
U037,Marketing,2025-01-20,4,112,5
U038,HR,2025-01-20,3,111,4
U039,Engineering,2025-01-20,0,35,12
U040,HR,2025-01-20,6,216,4
U041,Marketing,2025-01-20,3,102,6
U042,Marketing,2025-01-20,7,161,6
U043,HR,2025-01-20,5,135,8
U044,Engineering,2025-01-20,4,136,6
U045,Engineering,2025-01-20,6,132,5
U046,HR,2025-01-20,6,192,4
U047,Engineering,2025-01-20,6,282,7
U048,Engineering,2025-01-20,3,66,7
U049,Engineering,2025-01-20,3,126,7
U050,HR,2025-01-20,3,57,6
U051,Finance,2025-01-20,4,144,6
U052,HR,2025-01-20,4,52,4
U053,Marketing,2025-01-20,3,48,8
U054,Engineering,2025-01-20,5,185,7
U055,Engineering,2025-01-20,7,322,7
U056,Sales,2025-01-20,4,144,6
U057,Marketing,2025-01-20,9,315,8
U058,Marketing,2025-01-20,1,42,6
U059,Marketing,2025-01-20,4,160,6
U060,Engineering,2025-01-20,2,62,6
U061,Engineering,2025-01-20,0,34,5
U062,Marketing,2025-01-20,7,224,7
U063,Marketing,2025-01-20,4,140,7
U064,Engineering,2025-01-20,2,70,4
U065,Sales,2025-01-20,3,63,8
U066,Marketing,2025-01-20,6,186,7
U067,Engineering,2025-01-20,7,161,6
U068,Engineering,2025-01-20,3,54,8
U069,HR,2025-01-20,6,264,10
U070,Engineering,2025-01-20,3,69,4
U071,Engineering,2025-01-20,3,126,5
U072,Engineering,2025-01-20,5,180,5
U073,Marketing,2025-01-20,4,144,7
U074,Marketing,2025-01-20,4,144,6
U075,Sales,2025-01-20,6,114,8
U076,Engineering,2025-01-20,1,50,9
U077,Engineering,2025-01-20,1,39,5
U078,Engineering,2025-01-20,3,108,5
U079,Engineering,2025-01-20,3,78,4
U080,Sales,2025-01-20,11,440,6
U081,Sales,2025-01-20,8,184,6
U082,Sales,2025-01-20,4,156,10
U083,Marketing,2025-01-20,2,64,5
U084,Engineering,2025-01-20,8,144,4
U085,HR,2025-01-20,3,126,6
U086,Marketing,2025-01-20,2,50,6
U087,Sales,2025-01-20,6,168,6
U088,Engineering,2025-01-20,3,66,8
U089,Sales,2025-01-20,6,78,6
U090,Sales,2025-01-20,2,50,10
U091,Sales,2025-01-20,3,63,8
U092,Engineering,2025-01-20,5,105,5
U093,Engineering,2025-01-20,6,30,4
U094,Marketing,2025-01-20,3,105,8
U095,Finance,2025-01-20,6,192,6
U096,Sales,2025-01-20,4,104,6
U097,Engineering,2025-01-20,3,63,7
U098,Engineering,2025-01-20,1,37,8
U099,Sales,2025-01-20,8,168,6
U100,Finance,2025-01-20,5,100,6
U001,Engineering,2025-01-21,5,60,6
U002,Engineering,2025-01-21,2,88,6
U003,Engineering,2025-01-21,1,25,5
U004,Sales,2025-01-21,2,76,8
U005,Sales,2025-01-21,4,136,6
U006,Finance,2025-01-21,4,64,4
U007,Engineering,2025-01-21,5,155,4
U008,Sales,2025-01-21,7,224,6
U009,Marketing,2025-01-21,4,160,6
U010,Sales,2025-01-21,2,56,6
U011,HR,2025-01-21,8,248,8
U012,Finance,2025-01-21,6,156,6
U013,Sales,2025-01-21,4,124,6
U014,Sales,2025-01-21,6,186,10
U015,Sales,2025-01-21,5,135,6
U016,Engineering,2025-01-21,5,205,6
U017,HR,2025-01-21,0,23,8
U018,Sales,2025-01-21,7,392,6
U019,Sales,2025-01-21,7,217,10
U020,Engineering,2025-01-21,3,45,6
U021,Finance,2025-01-21,10,210,4
U022,Finance,2025-01-21,5,175,6
U023,Engineering,2025-01-21,4,128,5
U024,Finance,2025-01-21,6,174,8
U025,Marketing,2025-01-21,5,130,7
U026,Finance,2025-01-21,3,120,6
U027,Engineering,2025-01-21,3,81,5
U028,Engineering,2025-01-21,4,96,6
U029,Sales,2025-01-21,3,108,8
U030,Sales,2025-01-21,3,45,8
U031,Sales,2025-01-21,4,100,6
U032,HR,2025-01-21,6,180,4
U033,Engineering,2025-01-21,3,63,7
U034,Marketing,2025-01-21,3,153,5
U035,Finance,2025-01-21,3,90,6
U036,Engineering,2025-01-21,3,51,7
U037,Marketing,2025-01-21,9,252,5
U038,HR,2025-01-21,4,108,8
U039,Engineering,2025-01-21,2,46,5
U040,HR,2025-01-21,5,180,8
U041,Marketing,2025-01-21,7,252,6
U042,Marketing,2025-01-21,4,120,8
U043,HR,2025-01-21,6,210,6
U044,Engineering,2025-01-21,1,52,5
U045,Engineering,2025-01-21,3,96,7
U046,HR,2025-01-21,4,108,6
U047,Engineering,2025-01-21,7,217,7
U048,Engineering,2025-01-21,2,72,7
U049,Engineering,2025-01-21,4,152,6
U050,HR,2025-01-21,4,164,8
U051,Finance,2025-01-21,1,35,6
U052,HR,2025-01-21,5,220,6
U053,Marketing,2025-01-21,3,114,5
U054,Engineering,2025-01-21,3,138,9
U055,Engineering,2025-01-21,4,40,4
U056,Sales,2025-01-21,7,175,8
U057,Marketing,2025-01-21,8,256,7
U058,Marketing,2025-01-21,6,126,5
U059,Marketing,2025-01-21,4,116,6
U060,Engineering,2025-01-21,3,87,4
U061,Engineering,2025-01-21,1,47,6
U062,Marketing,2025-01-21,3,63,6
U063,Marketing,2025-01-21,6,150,5
U064,Engineering,2025-01-21,5,160,6
U065,Sales,2025-01-21,8,152,6
U066,Marketing,2025-01-21,5,195,8
U067,Engineering,2025-01-21,6,162,7
U068,Engineering,2025-01-21,1,32,5
U069,HR,2025-01-21,7,84,8
U070,Engineering,2025-01-21,1,28,5
U071,Engineering,2025-01-21,1,23,6
U072,Engineering,2025-01-21,2,78,7
U073,Marketing,2025-01-21,6,102,9
U074,Marketing,2025-01-21,4,132,5
U075,Sales,2025-01-21,9,333,8
U076,Engineering,2025-01-21,1,32,7
U077,Engineering,2025-01-21,7,224,6
U078,Engineering,2025-01-21,3,105,6
U079,Engineering,2025-01-21,0,31,7
U080,Sales,2025-01-21,5,140,6
U081,Sales,2025-01-21,4,92,10
U082,Sales,2025-01-21,6,126,8
U083,Marketing,2025-01-21,1,45,6
U084,Engineering,2025-01-21,3,66,5
U085,HR,2025-01-21,13,637,8
U086,Marketing,2025-01-21,6,192,12
U087,Sales,2025-01-21,5,245,6
U088,Engineering,2025-01-21,4,144,13
U089,Sales,2025-01-21,6,186,10
U090,Sales,2025-01-21,4,156,8
U091,Sales,2025-01-21,3,135,6
U092,Engineering,2025-01-21,4,188,7
U093,Engineering,2025-01-21,4,108,8
U094,Marketing,2025-01-21,7,371,7
U095,Finance,2025-01-21,5,110,6
U096,Sales,2025-01-21,4,192,8
U097,Engineering,2025-01-21,5,175,6
U098,Engineering,2025-01-21,2,60,4
U099,Sales,2025-01-21,7,161,6
U100,Finance,2025-01-21,5,190,6
U001,Engineering,2025-01-22,0,47,7
U002,Engineering,2025-01-22,6,222,5
U003,Engineering,2025-01-22,2,82,7
U004,Sales,2025-01-22,8,104,6
U005,Sales,2025-01-22,8,336,6
U006,Finance,2025-01-22,3,87,8
U007,Engineering,2025-01-22,10,140,5
U008,Sales,2025-01-22,8,312,6
U009,Marketing,2025-01-22,8,352,7
U010,Sales,2025-01-22,7,210,8
U011,HR,2025-01-22,1,38,6
U012,Finance,2025-01-22,4,76,6
U013,Sales,2025-01-22,9,153,6
U014,Sales,2025-01-22,5,115,6
U015,Sales,2025-01-22,4,68,8
U016,Engineering,2025-01-22,5,235,5
U017,HR,2025-01-22,3,84,6
U018,Sales,2025-01-22,6,126,10
U019,Sales,2025-01-22,2,34,6
U020,Engineering,2025-01-22,2,54,9
U021,Finance,2025-01-22,6,144,8
U022,Finance,2025-01-22,4,44,6
U023,Engineering,2025-01-22,2,46,5
U024,Finance,2025-01-22,8,328,8
U025,Marketing,2025-01-22,4,152,5
U026,Finance,2025-01-22,5,215,6
U027,Engineering,2025-01-22,7,287,9
U028,Engineering,2025-01-22,4,132,5
U029,Sales,2025-01-22,3,57,8
U030,Sales,2025-01-22,5,180,8
U031,Sales,2025-01-22,8,240,8
U032,HR,2025-01-22,8,264,6
U033,Engineering,2025-01-22,7,364,9
U034,Marketing,2025-01-22,2,76,9
U035,Finance,2025-01-22,7,350,4
U036,Engineering,2025-01-22,6,144,8
U037,Marketing,2025-01-22,7,154,6
U038,HR,2025-01-22,4,124,6
U039,Engineering,2025-01-22,2,76,9
U040,HR,2025-01-22,4,132,6
U041,Marketing,2025-01-22,7,238,9
U042,Marketing,2025-01-22,6,300,6
U043,HR,2025-01-22,8,272,8
U044,Engineering,2025-01-22,3,72,5
U045,Engineering,2025-01-22,7,203,5
U046,HR,2025-01-22,2,90,6
U047,Engineering,2025-01-22,5,160,4
U048,Engineering,2025-01-22,7,210,6
U049,Engineering,2025-01-22,3,45,5
U050,HR,2025-01-22,9,378,10
U051,Finance,2025-01-22,5,160,6
U052,HR,2025-01-22,2,104,6
U053,Marketing,2025-01-22,6,234,7
U054,Engineering,2025-01-22,2,98,7
U055,Engineering,2025-01-22,4,80,5
U056,Sales,2025-01-22,11,308,10
U057,Marketing,2025-01-22,1,25,9
U058,Marketing,2025-01-22,4,184,8
U059,Marketing,2025-01-22,3,111,10
U060,Engineering,2025-01-22,5,155,8
U061,Engineering,2025-01-22,3,87,7
U062,Marketing,2025-01-22,2,82,7
U063,Marketing,2025-01-22,8,160,6
U064,Engineering,2025-01-22,4,80,6
U065,Sales,2025-01-22,6,144,8
U066,Marketing,2025-01-22,4,88,6
U067,Engineering,2025-01-22,3,90,7
U068,Engineering,2025-01-22,1,14,5
U069,HR,2025-01-22,4,100,6
U070,Engineering,2025-01-22,5,210,6
U071,Engineering,2025-01-22,2,104,6
U072,Engineering,2025-01-22,3,54,6
U073,Marketing,2025-01-22,5,185,8
U074,Marketing,2025-01-22,6,228,6
U075,Sales,2025-01-22,5,110,8
U076,Engineering,2025-01-22,2,58,8
U077,Engineering,2025-01-22,3,108,4
U078,Engineering,2025-01-22,2,54,5
U079,Engineering,2025-01-22,5,145,5
U080,Sales,2025-01-22,3,114,8
U081,Sales,2025-01-22,6,102,6
U082,Sales,2025-01-22,4,136,8
U083,Marketing,2025-01-22,8,168,8
U084,Engineering,2025-01-22,5,230,10
U085,HR,2025-01-22,7,273,6
U086,Marketing,2025-01-22,5,200,10
U087,Sales,2025-01-22,6,150,6
U088,Engineering,2025-01-22,4,152,4
U089,Sales,2025-01-22,5,85,8
U090,Sales,2025-01-22,8,192,8
U091,Sales,2025-01-22,11,286,6
U092,Engineering,2025-01-22,2,64,5
U093,Engineering,2025-01-22,3,78,8
U094,Marketing,2025-01-22,5,120,10
U095,Finance,2025-01-22,4,184,8
U096,Sales,2025-01-22,7,280,6
U097,Engineering,2025-01-22,3,132,6
U098,Engineering,2025-01-22,2,102,5
U099,Sales,2025-01-22,2,18,8
U100,Finance,2025-01-22,7,196,6
U001,Engineering,2025-01-23,2,96,6
U002,Engineering,2025-01-23,4,180,5
U003,Engineering,2025-01-23,9,360,7
U004,Sales,2025-01-23,12,252,8
U005,Sales,2025-01-23,2,52,10
U006,Finance,2025-01-23,3,87,6
U007,Engineering,2025-01-23,4,168,4
U008,Sales,2025-01-23,6,132,6
U009,Marketing,2025-01-23,4,128,8
U010,Sales,2025-01-23,3,39,6
U011,HR,2025-01-23,5,145,8
U012,Finance,2025-01-23,5,135,4
U013,Sales,2025-01-23,5,90,8
U014,Sales,2025-01-23,5,270,8
U015,Sales,2025-01-23,4,124,8
U016,Engineering,2025-01-23,2,118,5
U017,HR,2025-01-23,5,220,4
U018,Sales,2025-01-23,4,108,8
U019,Sales,2025-01-23,7,245,8
U020,Engineering,2025-01-23,1,20,6
U021,Finance,2025-01-23,4,112,6
U022,Finance,2025-01-23,8,280,6
U023,Engineering,2025-01-23,5,165,8
U024,Finance,2025-01-23,4,152,4
U025,Marketing,2025-01-23,5,185,7
U026,Finance,2025-01-23,9,423,8
U027,Engineering,2025-01-23,4,152,7
U028,Engineering,2025-01-23,4,164,7
U029,Sales,2025-01-23,6,132,8
U030,Sales,2025-01-23,6,120,6
U031,Sales,2025-01-23,4,136,8
U032,HR,2025-01-23,4,116,8
U033,Engineering,2025-01-23,6,162,4
U034,Marketing,2025-01-23,5,200,6
U035,Finance,2025-01-23,1,25,8
U036,Engineering,2025-01-23,4,88,8
U037,Marketing,2025-01-23,7,126,6
U038,HR,2025-01-23,3,132,6
U039,Engineering,2025-01-23,4,104,7
U040,HR,2025-01-23,7,147,4
U041,Marketing,2025-01-23,2,70,9
U042,Marketing,2025-01-23,4,104,8
U043,HR,2025-01-23,3,117,6
U044,Engineering,2025-01-23,0,35,6
U045,Engineering,2025-01-23,2,60,7
U046,HR,2025-01-23,8,208,6
U047,Engineering,2025-01-23,1,31,7
U048,Engineering,2025-01-23,4,168,5
U049,Engineering,2025-01-23,4,132,6
U050,HR,2025-01-23,5,200,6
U051,Finance,2025-01-23,2,90,8
U052,HR,2025-01-23,7,161,6
U053,Marketing,2025-01-23,12,468,6
U054,Engineering,2025-01-23,6,90,4
U055,Engineering,2025-01-23,6,216,5
U056,Sales,2025-01-23,5,225,10
U057,Marketing,2025-01-23,5,205,6
U058,Marketing,2025-01-23,7,154,7
U059,Marketing,2025-01-23,5,175,7
U060,Engineering,2025-01-23,3,96,5
U061,Engineering,2025-01-23,4,152,5
U062,Marketing,2025-01-23,4,140,5
U063,Marketing,2025-01-23,5,150,8
U064,Engineering,2025-01-23,4,128,6
U065,Sales,2025-01-23,6,240,10
U066,Marketing,2025-01-23,5,225,10
U067,Engineering,2025-01-23,2,60,7
U068,Engineering,2025-01-23,3,78,7
U069,HR,2025-01-23,4,100,6
U070,Engineering,2025-01-23,1,31,6
U071,Engineering,2025-01-23,3,105,4
U072,Engineering,2025-01-23,2,58,6
U073,Marketing,2025-01-23,4,140,6
U074,Marketing,2025-01-23,8,376,7
U075,Sales,2025-01-23,4,136,10
U076,Engineering,2025-01-23,4,132,7
U077,Engineering,2025-01-23,6,276,8
U078,Engineering,2025-01-23,4,124,7
U079,Engineering,2025-01-23,6,186,6
U080,Sales,2025-01-23,8,240,8
U081,Sales,2025-01-23,4,140,6
U082,Sales,2025-01-23,7,175,10
U083,Marketing,2025-01-23,2,80,6
U084,Engineering,2025-01-23,3,51,7
U085,HR,2025-01-23,10,210,8
U086,Marketing,2025-01-23,4,116,7
U087,Sales,2025-01-23,6,300,6
U088,Engineering,2025-01-23,4,128,6
U089,Sales,2025-01-23,5,205,6
U090,Sales,2025-01-23,6,66,8
U091,Sales,2025-01-23,2,68,6
U092,Engineering,2025-01-23,4,124,4
U093,Engineering,2025-01-23,7,210,8
U094,Marketing,2025-01-23,5,130,9
U095,Finance,2025-01-23,3,57,6
U096,Sales,2025-01-23,8,200,6
U097,Engineering,2025-01-23,6,42,7
U098,Engineering,2025-01-23,4,88,5
U099,Sales,2025-01-23,8,128,6
U100,Finance,2025-01-23,3,123,8
U001,Engineering,2025-01-24,6,108,7
U002,Engineering,2025-01-24,2,70,4
U003,Engineering,2025-01-24,3,120,4
U004,Sales,2025-01-24,12,276,8
U005,Sales,2025-01-24,3,57,8
U006,Finance,2025-01-24,7,210,4
U007,Engineering,2025-01-24,3,120,6
U008,Sales,2025-01-24,4,124,8
U009,Marketing,2025-01-24,4,116,5
U010,Sales,2025-01-24,4,248,8
U011,HR,2025-01-24,11,363,6
U012,Finance,2025-01-24,4,116,6
U013,Sales,2025-01-24,5,190,10
U014,Sales,2025-01-24,6,210,6
U015,Sales,2025-01-24,8,320,8
U016,Engineering,2025-01-24,2,28,5
U017,HR,2025-01-24,9,261,6
U018,Sales,2025-01-24,4,152,8
U019,Sales,2025-01-24,6,132,8
U020,Engineering,2025-01-24,3,114,6
U021,Finance,2025-01-24,3,108,6
U022,Finance,2025-01-24,3,105,8
U023,Engineering,2025-01-24,3,60,4
U024,Finance,2025-01-24,4,68,8
U025,Marketing,2025-01-24,7,133,6
U026,Finance,2025-01-24,5,110,6
U027,Engineering,2025-01-24,7,245,7
U028,Engineering,2025-01-24,5,130,7
U029,Sales,2025-01-24,8,192,10
U030,Sales,2025-01-24,4,28,6
U031,Sales,2025-01-24,5,80,6
U032,HR,2025-01-24,3,87,6
U033,Engineering,2025-01-24,5,50,4
U034,Marketing,2025-01-24,5,145,8
U035,Finance,2025-01-24,5,150,4
U036,Engineering,2025-01-24,5,250,7
U037,Marketing,2025-01-24,2,48,5
U038,HR,2025-01-24,4,184,6
U039,Engineering,2025-01-24,5,215,9
U040,HR,2025-01-24,3,90,10
U041,Marketing,2025-01-24,4,100,7
U042,Marketing,2025-01-24,9,216,5
U043,HR,2025-01-24,7,140,8
U044,Engineering,2025-01-24,4,88,6
U045,Engineering,2025-01-24,5,150,7
U046,HR,2025-01-24,3,129,6
U047,Engineering,2025-01-24,5,70,4
U048,Engineering,2025-01-24,6,180,5
U049,Engineering,2025-01-24,5,185,5
U050,HR,2025-01-24,3,66,6
U051,Finance,2025-01-24,3,78,6
U052,HR,2025-01-24,5,90,6
U053,Marketing,2025-01-24,7,196,7
U054,Engineering,2025-01-24,2,38,7
U055,Engineering,2025-01-24,5,160,8
U056,Sales,2025-01-24,6,180,6
U057,Marketing,2025-01-24,5,135,9
