user_id,department,date,emails_sent,emails_received,avg_response_time_min,threads_initiated
U029,Sales,2025-01-20,3,20,18.5,2
U030,Sales,2025-01-20,7,13,23.5,3
U031,Sales,2025-01-20,7,15,41.4,2
U032,HR,2025-01-20,11,19,48.3,7
U033,Engineering,2025-01-20,10,8,41.6,2
U034,Marketing,2025-01-20,9,19,40.3,4
U035,Finance,2025-01-20,10,15,33.6,2
U036,Engineering,2025-01-20,3,10,20.7,2
U037,Marketing,2025-01-20,11,12,21.0,3
U038,HR,2025-01-20,4,8,26.1,2
U039,Engineering,2025-01-20,8,6,23.5,2
U040,HR,2025-01-20,14,15,29.5,4
U041,Marketing,2025-01-20,6,19,18.1,4
U042,Marketing,2025-01-20,9,17,14.0,2
U043,HR,2025-01-20,7,10,26.5,4
U044,Engineering,2025-01-20,5,12,28.0,1
U045,Engineering,2025-01-20,8,17,23.0,4
U046,HR,2025-01-20,4,11,15.7,1
U047,Engineering,2025-01-20,2,8,27.3,2
U048,Engineering,2025-01-20,4,7,62.7,3
U049,Engineering,2025-01-20,0,9,26.6,0
U050,HR,2025-01-20,3,5,36.7,1
U051,Finance,2025-01-20,7,7,31.6,2
U052,HR,2025-01-20,6,8,20.8,4
U053,Marketing,2025-01-20,3,15,39.2,1
U054,Engineering,2025-01-20,6,10,49.4,2
U055,Engineering,2025-01-20,8,12,20.3,2
U056,Sales,2025-01-20,12,20,10.9,3
U057,Marketing,2025-01-20,6,23,18.6,2
U058,Marketing,2025-01-20,13,16,84.8,5
U059,Marketing,2025-01-20,10,11,24.4,4
U060,Engineering,2025-01-20,5,14,20.3,2
U061,Engineering,2025-01-20,5,12,19.9,4
U062,Marketing,2025-01-20,10,19,18.1,4
U063,Marketing,2025-01-20,7,12,26.2,4
U064,Engineering,2025-01-20,7,10,21.6,4
U065,Sales,2025-01-20,14,13,23.9,4
U066,Marketing,2025-01-20,8,12,29.2,4
U067,Engineering,2025-01-20,7,17,32.2,3
U068,Engineering,2025-01-20,2,17,35.1,0
U069,HR,2025-01-20,10,10,53.6,2
U070,Engineering,2025-01-20,3,9,9.8,2
U071,Engineering,2025-01-20,6,15,37.3,4
U072,Engineering,2025-01-20,3,9,19.3,1
U073,Marketing,2025-01-20,14,20,36.3,6
U074,Marketing,2025-01-20,9,11,17.2,2
U075,Sales,2025-01-20,11,17,35.5,4
U076,Engineering,2025-01-20,7,10,16.6,2
U077,Engineering,2025-01-20,2,9,20.9,0
U078,Engineering,2025-01-20,5,13,15.0,3
U079,Engineering,2025-01-20,4,10,41.2,1
U080,Sales,2025-01-20,7,21,15.4,5
U081,Sales,2025-01-20,3,26,20.2,2
U082,Sales,2025-01-20,6,15,37.3,2
U083,Marketing,2025-01-20,5,11,21.4,3
U084,Engineering,2025-01-20,8,11,63.5,5
U085,HR,2025-01-20,5,11,18.4,1
U086,Marketing,2025-01-20,5,21,25.5,2
U087,Sales,2025-01-20,8,13,16.8,4
U088,Engineering,2025-01-20,7,9,32.9,2
U089,Sales,2025-01-20,6,13,27.2,2
U090,Sales,2025-01-20,13,24,15.3,4
U091,Sales,2025-01-20,13,17,35.4,3
U092,Engineering,2025-01-20,2,8,32.9,4
U093,Engineering,2025-01-20,7,10,14.1,4
U094,Marketing,2025-01-20,6,15,8.9,2
U095,Finance,2025-01-20,15,14,38.6,6
U096,Sales,2025-01-20,8,14,20.2,4
U097,Engineering,2025-01-20,4,6,35.8,1
U098,Engineering,2025-01-20,3,7,27.0,2
U099,Sales,2025-01-20,10,19,14.4,6
U100,Finance,2025-01-20,12,14,22.8,4
U001,Engineering,2025-01-21,3,11,48.2,1
U002,Engineering,2025-01-21,4,12,27.8,3
U003,Engineering,2025-01-21,8,10,9.4,2
U004,Sales,2025-01-21,12,20,54.2,3
U005,Sales,2025-01-21,6,11,20.5,2
U006,Finance,2025-01-21,8,13,20.1,2
U007,Engineering,2025-01-21,4,10,15.7,2
U008,Sales,2025-01-21,9,21,11.3,3
U009,Marketing,2025-01-21,8,14,31.3,3
U010,Sales,2025-01-21,13,17,17.5,5
U011,HR,2025-01-21,2,13,30.7,2
U012,Finance,2025-01-21,3,17,14.1,2
U013,Sales,2025-01-21,10,14,42.6,4
U014,Sales,2025-01-21,14,19,13.6,4
U015,Sales,2025-01-21,7,8,10.2,3
U016,Engineering,2025-01-21,5,15,11.4,3
U017,HR,2025-01-21,4,12,78.7,4
U018,Sales,2025-01-21,14,13,27.7,4
U019,Sales,2025-01-21,5,15,12.3,2
U020,Engineering,2025-01-21,5,11,34.2,2
U021,Finance,2025-01-21,9,15,65.0,3
U022,Finance,2025-01-21,13,15,36.7,3
U023,Engineering,2025-01-21,7,12,31.9,2
U024,Finance,2025-01-21,9,18,22.0,2
U025,Marketing,2025-01-21,9,14,30.7,4
U026,Finance,2025-01-21,6,16,9.1,2
U027,Engineering,2025-01-21,4,14,22.0,1
U028,Engineering,2025-01-21,6,13,22.1,4
U029,Sales,2025-01-21,6,16,16.7,2
U030,Sales,2025-01-21,3,15,11.0,2
U031,Sales,2025-01-21,11,15,26.4,4
U032,HR,2025-01-21,7,10,68.3,2
U033,Engineering,2025-01-21,11,17,12.6,5
U034,Marketing,2025-01-21,6,6,28.2,2
U035,Finance,2025-01-21,7,11,21.3,4
U036,Engineering,2025-01-21,4,10,25.6,3
U037,Marketing,2025-01-21,3,15,23.1,3
U038,HR,2025-01-21,3,10,39.7,4
U039,Engineering,2025-01-21,4,9,29.6,2
U040,HR,2025-01-21,5,10,19.1,5
U041,Marketing,2025-01-21,8,13,12.0,2
U042,Marketing,2025-01-21,3,5,15.2,4
U043,HR,2025-01-21,2,11,30.3,2
U044,Engineering,2025-01-21,4,14,45.5,2
U045,Engineering,2025-01-21,3,11,18.3,3
U046,HR,2025-01-21,4,8,26.0,3
U047,Engineering,2025-01-21,8,6,24.1,5
U048,Engineering,2025-01-21,8,12,15.6,3
U049,Engineering,2025-01-21,1,13,32.3,1
U050,HR,2025-01-21,7,11,30.1,2
U051,Finance,2025-01-21,10,14,14.9,2
U052,HR,2025-01-21,7,9,18.7,3
U053,Marketing,2025-01-21,11,14,24.7,5
U054,Engineering,2025-01-21,3,16,5.5,1
U055,Engineering,2025-01-21,8,14,16.6,6
U056,Sales,2025-01-21,4,17,19.8,1
U057,Marketing,2025-01-21,7,14,30.7,4
U058,Marketing,2025-01-21,7,11,34.8,4
U059,Marketing,2025-01-21,6,10,20.5,2
U060,Engineering,2025-01-21,7,10,9.9,5
U061,Engineering,2025-01-21,4,8,12.3,1
U062,Marketing,2025-01-21,5,11,35.0,3
U063,Marketing,2025-01-21,8,13,14.8,5
U064,Engineering,2025-01-21,9,17,20.3,3
U065,Sales,2025-01-21,12,11,14.3,4
U066,Marketing,2025-01-21,9,22,13.6,2
U067,Engineering,2025-01-21,1,9,17.5,0
U068,Engineering,2025-01-21,7,10,13.7,3
U069,HR,2025-01-21,3,13,26.7,1
U070,Engineering,2025-01-21,6,11,37.4,2
U071,Engineering,2025-01-21,11,15,23.5,6
U072,Engineering,2025-01-21,3,11,29.3,1
U073,Marketing,2025-01-21,9,16,22.2,3
U074,Marketing,2025-01-21,7,15,23.3,3
U075,Sales,2025-01-21,14,17,26.4,6
U076,Engineering,2025-01-21,5,14,41.9,1
U077,Engineering,2025-01-21,3,10,19.1,3
U078,Engineering,2025-01-21,7,14,39.7,3
U079,Engineering,2025-01-21,11,15,55.6,3
U080,Sales,2025-01-21,5,20,33.2,4
U081,Sales,2025-01-21,17,24,23.8,4
U082,Sales,2025-01-21,14,18,13.0,4
U083,Marketing,2025-01-21,8,8,23.7,3
U084,Engineering,2025-01-21,3,13,33.7,2
U085,HR,2025-01-21,2,9,41.0,0
U086,Marketing,2025-01-21,3,15,36.0,3
U087,Sales,2025-01-21,15,12,19.0,5
U088,Engineering,2025-01-21,12,15,30.9,3
U089,Sales,2025-01-21,6,26,9.6,2
U090,Sales,2025-01-21,9,12,7.3,2
U091,Sales,2025-01-21,8,21,30.4,2
U092,Engineering,2025-01-21,4,15,12.9,1
U093,Engineering,2025-01-21,4,9,50.9,3
U094,Marketing,2025-01-21,8,19,31.0,2
U095,Finance,2025-01-21,7,14,20.7,6
U096,Sales,2025-01-21,9,19,16.3,4
U097,Engineering,2025-01-21,6,12,11.4,2
U098,Engineering,2025-01-21,11,11,15.5,3
U099,Sales,2025-01-21,11,17,19.9,4
U100,Finance,2025-01-21,4,10,23.6,2
U001,Engineering,2025-01-22,6,12,18.8,2
U002,Engineering,2025-01-22,5,9,13.8,2
U003,Engineering,2025-01-22,4,10,21.6,2
U004,Sales,2025-01-22,8,17,13.5,3
U005,Sales,2025-01-22,9,16,10.8,2
U006,Finance,2025-01-22,3,11,18.8,3
U007,Engineering,2025-01-22,3,15,48.7,2
U008,Sales,2025-01-22,7,17,28.4,2
U009,Marketing,2025-01-22,6,11,20.1,2
U010,Sales,2025-01-22,8,16,47.2,2
U011,HR,2025-01-22,4,8,10.2,3
U012,Finance,2025-01-22,14,14,32.9,6
U013,Sales,2025-01-22,7,20,20.8,4
U014,Sales,2025-01-22,11,15,18.1,5
U015,Sales,2025-01-22,8,15,8.6,4
U016,Engineering,2025-01-22,4,12,18.4,4
U017,HR,2025-01-22,1,9,16.5,0
U018,Sales,2025-01-22,7,12,16.6,2
U019,Sales,2025-01-22,8,15,31.8,4
U020,Engineering,2025-01-22,4,15,22.4,1
U021,Finance,2025-01-22,9,14,20.3,4
U022,Finance,2025-01-22,6,16,45.7,2
U023,Engineering,2025-01-22,7,10,22.1,4
U024,Finance,2025-01-22,6,9,14.5,4
U025,Marketing,2025-01-22,8,12,31.7,5
U026,Finance,2025-01-22,3,8,28.8,2
U027,Engineering,2025-01-22,5,12,31.8,1
U028,Engineering,2025-01-22,10,10,19.8,4
U029,Sales,2025-01-22,5,22,19.3,1
U030,Sales,2025-01-22,7,17,20.0,3
U031,Sales,2025-01-22,14,17,29.9,4
U032,HR,2025-01-22,4,5,32.7,1
U033,Engineering,2025-01-22,5,10,23.3,1
U034,Marketing,2025-01-22,9,17,13.5,2
U035,Finance,2025-01-22,5,8,27.9,3
U036,Engineering,2025-01-22,5,15,17.5,3
U037,Marketing,2025-01-22,8,13,15.4,5
U038,HR,2025-01-22,10,19,35.2,2
U039,Engineering,2025-01-22,10,9,47.7,4
U040,HR,2025-01-22,5,10,17.3,3
U041,Marketing,2025-01-22,11,13,11.8,4
U042,Marketing,2025-01-22,8,9,25.7,3
U043,HR,2025-01-22,4,9,23.9,2
U044,Engineering,2025-01-22,6,11,29.1,2
U045,Engineering,2025-01-22,6,5,52.8,2
U046,HR,2025-01-22,6,10,13.4,4
U047,Engineering,2025-01-22,3,11,12.5,2
U048,Engineering,2025-01-22,6,15,24.5,2
U049,Engineering,2025-01-22,3,6,14.9,1
U050,HR,2025-01-22,4,12,15.9,2
U051,Finance,2025-01-22,4,14,34.4,3
U052,HR,2025-01-22,4,10,52.1,4
U053,Marketing,2025-01-22,9,20,37.4,3
U054,Engineering,2025-01-22,3,5,88.3,3
U055,Engineering,2025-01-22,4,8,16.2,2
U056,Sales,2025-01-22,13,16,11.4,6
U057,Marketing,2025-01-22,11,17,17.7,4
U058,Marketing,2025-01-22,6,17,83.5,2
U059,Marketing,2025-01-22,8,16,15.8,3
U060,Engineering,2025-01-22,5,13,30.5,3
U061,Engineering,2025-01-22,4,14,63.9,1
U062,Marketing,2025-01-22,4,18,10.5,3
U063,Marketing,2025-01-22,9,15,19.3,3
U064,Engineering,2025-01-22,3,10,29.2,1
U065,Sales,2025-01-22,6,15,52.0,4
U066,Marketing,2025-01-22,11,12,24.5,3
U067,Engineering,2025-01-22,5,16,14.4,2
U068,Engineering,2025-01-22,5,16,12.7,1
U069,HR,2025-01-22,7,17,23.2,2
U070,Engineering,2025-01-22,9,13,7.8,3
U071,Engineering,2025-01-22,4,8,26.0,2
U072,Engineering,2025-01-22,6,13,20.0,2
U073,Marketing,2025-01-22,11,8,69.9,3
U074,Marketing,2025-01-22,13,13,17.2,3
U075,Sales,2025-01-22,10,20,35.4,2
U076,Engineering,2025-01-22,7,17,23.2,3
U077,Engineering,2025-01-22,7,4,14.9,3
U078,Engineering,2025-01-22,4,6,19.5,1
U079,Engineering,2025-01-22,3,8,13.5,1
U080,Sales,2025-01-22,10,16,25.7,4
U081,Sales,2025-01-22,11,20,35.8,4
U082,Sales,2025-01-22,14,21,14.2,4
U083,Marketing,2025-01-22,8,20,19.2,4
U084,Engineering,2025-01-22,9,13,52.0,5
U085,HR,2025-01-22,2,8,64.2,0
U086,Marketing,2025-01-22,8,11,28.3,4
U087,Sales,2025-01-22,8,8,19.4,4
U088,Engineering,2025-01-22,5,8,30.8,2
U089,Sales,2025-01-22,16,23,31.7,4
U090,Sales,2025-01-22,7,16,15.2,2
U091,Sales,2025-01-22,12,13,6.8,4
U092,Engineering,2025-01-22,3,6,42.4,3
U093,Engineering,2025-01-22,7,12,34.7,5
U094,Marketing,2025-01-22,9,13,18.2,4
U095,Finance,2025-01-22,6,14,25.3,2
U096,Sales,2025-01-22,5,13,30.3,2
U097,Engineering,2025-01-22,4,12,17.7,3
U098,Engineering,2025-01-22,1,15,16.1,0
U099,Sales,2025-01-22,16,24,15.2,6
U100,Finance,2025-01-22,4,12,48.7,3
U001,Engineering,2025-01-23,10,16,10.5,4
U002,Engineering,2025-01-23,4,10,39.8,2
U003,Engineering,2025-01-23,11,11,12.8,3
U004,Sales,2025-01-23,10,14,12.1,4
U005,Sales,2025-01-23,16,22,15.7,6
U006,Finance,2025-01-23,7,14,30.5,3
U007,Engineering,2025-01-23,4,6,28.1,2
U008,Sales,2025-01-23,13,15,18.1,4
U009,Marketing,2025-01-23,9,9,17.2,6
U010,Sales,2025-01-23,13,11,17.9,4
U011,HR,2025-01-23,8,10,19.8,3
U012,Finance,2025-01-23,9,7,32.9,3
U013,Sales,2025-01-23,10,12,34.5,2
U014,Sales,2025-01-23,6,14,15.2,4
U015,Sales,2025-01-23,9,18,16.0,2
U016,Engineering,2025-01-23,4,14,26.5,4
U017,HR,2025-01-23,4,6,20.6,1
U018,Sales,2025-01-23,11,16,21.0,3
U019,Sales,2025-01-23,10,14,11.3,4
U020,Engineering,2025-01-23,5,13,26.5,2
U021,Finance,2025-01-23,5,14,29.9,1
U022,Finance,2025-01-23,6,7,23.6,2
U023,Engineering,2025-01-23,4,14,11.7,2
U024,Finance,2025-01-23,11,17,32.9,4
U025,Marketing,2025-01-23,11,11,29.9,5
U026,Finance,2025-01-23,5,12,23.2,1
U027,Engineering,2025-01-23,4,12,12.5,1
U028,Engineering,2025-01-23,7,12,26.9,4
U029,Sales,2025-01-23,8,17,17.0,2
U030,Sales,2025-01-23,12,11,18.6,4
U031,Sales,2025-01-23,7,19,79.4,5
U032,HR,2025-01-23,5,10,45.9,2
U033,Engineering,2025-01-23,1,8,36.0,3
U034,Marketing,2025-01-23,9,6,38.6,3
U035,Finance,2025-01-23,7,15,11.9,2
U036,Engineering,2025-01-23,3,9,23.3,5
U037,Marketing,2025-01-23,8,13,24.6,3
U038,HR,2025-01-23,5,12,26.0,2
U039,Engineering,2025-01-23,3,9,40.9,2
U040,HR,2025-01-23,3,13,27.6,3
U041,Marketing,2025-01-23,10,14,19.9,2
U042,Marketing,2025-01-23,8,19,18.5,3
U043,HR,2025-01-23,4,9,7.9,1
U044,Engineering,2025-01-23,12,22,24.9,3
U045,Engineering,2025-01-23,9,13,59.8,2
U046,HR,2025-01-23,5,10,47.1,2
U047,Engineering,2025-01-23,3,12,36.5,2
U048,Engineering,2025-01-23,7,8,28.2,4
U049,Engineering,2025-01-23,11,15,26.3,4
U050,HR,2025-01-23,5,13,22.0,2
U051,Finance,2025-01-23,7,11,32.8,2
U052,HR,2025-01-23,7,17,8.2,4
U053,Marketing,2025-01-23,14,9,19.6,4
U054,Engineering,2025-01-23,4,13,31.5,1
U055,Engineering,2025-01-23,8,10,10.3,2
U056,Sales,2025-01-23,12,19,32.3,4
U057,Marketing,2025-01-23,13,18,41.0,4
U058,Marketing,2025-01-23,8,16,47.8,3
U059,Marketing,2025-01-23,7,10,40.6,3
U060,Engineering,2025-01-23,6,13,24.4,2
U061,Engineering,2025-01-23,6,12,40.9,2
U062,Marketing,2025-01-23,8,11,56.7,2
U063,Marketing,2025-01-23,7,20,16.6,2
U064,Engineering,2025-01-23,7,11,21.5,4
U065,Sales,2025-01-23,10,13,23.2,4
U066,Marketing,2025-01-23,12,15,15.0,3
U067,Engineering,2025-01-23,7,9,40.3,3
U068,Engineering,2025-01-23,7,12,51.7,4
U069,HR,2025-01-23,5,8,25.8,3
U070,Engineering,2025-01-23,4,12,35.5,1
U071,Engineering,2025-01-23,4,8,29.4,1
U072,Engineering,2025-01-23,5,11,49.0,3
U073,Marketing,2025-01-23,12,18,7.0,3
U074,Marketing,2025-01-23,9,13,11.1,2
U075,Sales,2025-01-23,8,18,25.2,4
U076,Engineering,2025-01-23,7,9,49.4,3
U077,Engineering,2025-01-23,9,10,37.6,3
U078,Engineering,2025-01-23,4,23,13.6,1
U079,Engineering,2025-01-23,7,12,14.9,2
U080,Sales,2025-01-23,13,16,30.3,4
U081,Sales,2025-01-23,8,15,14.0,4
U082,Sales,2025-01-23,16,20,13.8,5
U083,Marketing,2025-01-23,12,16,15.8,3
U084,Engineering,2025-01-23,7,7,20.0,2
U085,HR,2025-01-23,6,5,79.3,4
U086,Marketing,2025-01-23,8,16,14.4,4
U087,Sales,2025-01-23,17,22,25.3,6
U088,Engineering,2025-01-23,6,8,37.1,2
U089,Sales,2025-01-23,12,16,12.0,3
U090,Sales,2025-01-23,7,21,9.5,2
U091,Sales,2025-01-23,8,13,19.9,5
U092,Engineering,2025-01-23,7,10,50.9,2
U093,Engineering,2025-01-23,8,7,12.7,3
U094,Marketing,2025-01-23,6,13,34.9,2
U095,Finance,2025-01-23,7,8,23.3,3
U096,Sales,2025-01-23,15,29,38.5,5
U097,Engineering,2025-01-23,7,14,35.5,2
U098,Engineering,2025-01-23,8,14,49.6,3
U099,Sales,2025-01-23,7,19,43.7,2
U100,Finance,2025-01-23,7,11,28.1,2
U001,Engineering,2025-01-24,11,10,4.2,3
U002,Engineering,2025-01-24,5,13,27.6,1
U003,Engineering,2025-01-24,4,9,23.3,2
U004,Sales,2025-01-24,9,16,24.7,3
U005,Sales,2025-01-24,14,23,31.8,4
U006,Finance,2025-01-24,7,5,9.2,2
U007,Engineering,2025-01-24,8,13,30.2,3
U008,Sales,2025-01-24,5,18,26.6,3
U009,Marketing,2025-01-24,11,18,21.7,4
U010,Sales,2025-01-24,15,18,18.9,7
U011,HR,2025-01-24,5,7,27.9,2
U012,Finance,2025-01-24,8,7,36.5,3
U013,Sales,2025-01-24,8,11,17.7,3
U014,Sales,2025-01-24,16,21,24.8,5
U015,Sales,2025-01-24,8,12,11.8,2
U016,Engineering,2025-01-24,8,8,19.1,2
U017,HR,2025-01-24,5,11,35.2,3
U018,Sales,2025-01-24,7,14,23.1,2
U019,Sales,2025-01-24,8,24,11.7,4
U020,Engineering,2025-01-24,6,13,35.9,2
U021,Finance,2025-01-24,7,18,42.5,3
U022,Finance,2025-01-24,4,10,17.4,1
U023,Engineering,2025-01-24,7,16,19.8,4
U024,Finance,2025-01-24,6,18,27.8,2
U025,Marketing,2025-01-24,5,20,19.5,1
U026,Finance,2025-01-24,5,13,28.0,2
U027,Engineering,2025-01-24,7,13,22.8,4
U028,Engineering,2025-01-24,3,14,33.5,2
U029,Sales,2025-01-24,6,19,14.7,4
U030,Sales,2025-01-24,10,19,16.4,4
U031,Sales,2025-01-24,4,21,19.1,1
U032,HR,2025-01-24,4,9,32.9,1
U033,Engineering,2025-01-24,9,14,13.3,4
U034,Marketing,2025-01-24,8,10,23.2,3
U035,Finance,2025-01-24,9,14,24.8,2
U036,Engineering,2025-01-24,8,21,22.4,4
U037,Marketing,2025-01-24,8,23,20.7,2
U038,HR,2025-01-24,4,14,39.8,1
U039,Engineering,2025-01-24,7,11,38.4,2
U040,HR,2025-01-24,7,11,16.1,3
U041,Marketing,2025-01-24,3,18,15.7,2
U042,Marketing,2025-01-24,12,10,14.0,4
U043,HR,2025-01-24,11,13,25.6,3
U044,Engineering,2025-01-24,4,9,39.4,1
U045,Engineering,2025-01-24,7,15,20.4,3
U046,HR,2025-01-24,1,7,31.5,1
U047,Engineering,2025-01-24,5,8,19.2,1
U048,Engineering,2025-01-24,9,15,17.7,2
U049,Engineering,2025-01-24,6,16,37.5,2
U050,HR,2025-01-24,5,10,15.2,1
U051,Finance,2025-01-24,10,17,39.3,6
U052,HR,2025-01-24,7,10,21.1,4
U053,Marketing,2025-01-24,5,14,28.3,2
U054,Engineering,2025-01-24,7,16,24.8,4
U055,Engineering,2025-01-24,4,12,45.7,3
U056,Sales,2025-01-24,5,23,6.9,3
U057,Marketing,2025-01-24,4,9,15.2,2
U058,Marketing,2025-01-24,8,17,18.6,2
U059,Marketing,2025-01-24,8,13,22.4,3
U060,Engineering,2025-01-24,3,10,15.2,2
U061,Engineering,2025-01-24,2,6,10.7,2
U062,Marketing,2025-01-24,11,19,25.8,3
U063,Marketing,2025-01-24,7,12,28.1,2
U064,Engineering,2025-01-24,4,7,21.6,3
U065,Sales,2025-01-24,12,19,27.9,3
U066,Marketing,2025-01-24,10,19,11.6,2
U067,Engineering,2025-01-24,11,9,30.1,6
U068,Engineering,2025-01-24,11,14,41.7,4
U069,HR,2025-01-24,6,10,19.5,2
U070,Engineering,2025-01-24,6,13,62.2,2
U071,Engineering,2025-01-24,3,11,34.0,2
U072,Engineering,2025-01-24,8,15,23.4,2
U073,Marketing,2025-01-24,9,18,22.5,2
U074,Marketing,2025-01-24,11,21,22.5,5
U075,Sales,2025-01-24,11,14,13.6,3
U076,Engineering,2025-01-24,6,12,21.9,2
U077,Engineering,2025-01-24,14,10,25.3,4
U078,Engineering,2025-01-24,3,9,30.4,2
U079,Engineering,2025-01-24,3,10,32.3,2
U080,Sales,2025-01-24,8,17,27.0,2
U081,Sales,2025-01-24,18,19,13.1,6
U082,Sales,2025-01-24,9,18,7.2,2
U083,Marketing,2025-01-24,10,11,14.5,2
U084,Engineering,2025-01-24,3,14,40.2,1
U085,HR,2025-01-24,3,7,43.2,2
U086,Marketing,2025-01-24,8,13,41.2,3
U087,Sales,2025-01-24,6,18,7.0,2
U088,Engineering,2025-01-24,5,9,17.8,4
U089,Sales,2025-01-24,6,14,24.6,2
U090,Sales,2025-01-24,7,16,30.8,4
U091,Sales,2025-01-24,10,21,24.5,4
U092,Engineering,2025-01-24,3,11,28.2,1
U093,Engineering,2025-01-24,6,12,31.1,4
U094,Marketing,2025-01-24,5,15,52.9,1
U095,Finance,2025-01-24,7,16,22.1,3
U096,Sales,2025-01-24,15,20,8.4,5
U097,Engineering,2025-01-24,6,6,38.2,2
U098,Engineering,2025-01-24,10,18,16.7,2
U099,Sales,2025-01-24,8,25,33.6,4
U100,Finance,2025-01-24,7,13,40.7,4
U001,Engineering,2025-01-25,4,11,12.0,2
U002,Engineering,2025-01-25,3,11,29.3,1
U003,Engineering,2025-01-25,3,16,24.6,3
U004,Sales,2025-01-25,2,10,17.5,4
U005,Sales,2025-01-25,6,10,21.9,2
U006,Finance,2025-01-25,6,9,7.1,4
U007,Engineering,2025-01-25,1,8,71.4,2
U008,Sales,2025-01-25,5,16,25.1,2
U009,Marketing,2025-01-25,0,18,12.5,2
U010,Sales,2025-01-25,6,10,13.1,4
U011,HR,2025-01-25,0,7,9.9,1
U012,Finance,2025-01-25,4,8,29.0,1
U013,Sales,2025-01-25,3,14,34.4,1
U014,Sales,2025-01-25,3,21,18.5,2
U015,Sales,2025-01-25,8,22,20.0,3
U016,Engineering,2025-01-25,3,8,19.4,1
U017,HR,2025-01-25,1,8,23.0,2
U018,Sales,2025-01-25,5,22,22.7,3
U019,Sales,2025-01-25,1,19,10.7,1
U020,Engineering,2025-01-25,2,8,36.2,2
U021,Finance,2025-01-25,3,13,35.7,2
U022,Finance,2025-01-25,1,6,25.3,1
U023,Engineering,2025-01-25,0,15,46.4,2
U024,Finance,2025-01-25,3,18,31.6,2
U025,Marketing,2025-01-25,4,10,31.8,2
U026,Finance,2025-01-25,2,6,17.3,4
U027,Engineering,2025-01-25,0,10,36.2,0
U028,Engineering,2025-01-25,5,16,40.1,3
U029,Sales,2025-01-25,7,11,7.9,3
U030,Sales,2025-01-25,7,18,11.7,2
U031,Sales,2025-01-25,6,20,25.0,4
U032,HR,2025-01-25,2,8,40.7,0
U033,Engineering,2025-01-25,1,11,55.9,2
U034,Marketing,2025-01-25,4,9,42.8,1
U035,Finance,2025-01-25,5,12,29.5,3
U036,Engineering,2025-01-25,2,9,22.6,4
U037,Marketing,2025-01-25,3,11,39.2,1
U038,HR,2025-01-25,3,11,22.0,1
U039,Engineering,2025-01-25,4,5,20.9,2
U040,HR,2025-01-25,2,9,37.2,2
U041,Marketing,2025-01-25,3,13,21.0,1
U042,Marketing,2025-01-25,7,17,13.9,4
U043,HR,2025-01-25,2,8,23.1,0
U044,Engineering,2025-01-25,1,11,48.9,2
U045,Engineering,2025-01-25,2,15,44.1,0
U046,HR,2025-01-25,5,10,13.9,3
U047,Engineering,2025-01-25,4,17,33.8,3
U048,Engineering,2025-01-25,2,9,60.7,2
U049,Engineering,2025-01-25,1,9,16.7,1
U050,HR,2025-01-25,1,9,41.1,2
U051,Finance,2025-01-25,2,14,17.0,2
U052,HR,2025-01-25,1,9,31.7,0
U053,Marketing,2025-01-25,4,20,23.0,2
U054,Engineering,2025-01-25,2,10,16.2,0
U055,Engineering,2025-01-25,0,9,21.2,2
U056,Sales,2025-01-25,2,18,44.8,0
U057,Marketing,2025-01-25,2,11,27.8,0
U058,Marketing,2025-01-25,3,6,22.2,1
U059,Marketing,2025-01-25,6,11,11.3,4
U060,Engineering,2025-01-25,0,11,19.3,0
U061,Engineering,2025-01-25,0,14,23.9,1
U062,Marketing,2025-01-25,2,11,33.1,0
U063,Marketing,2025-01-25,2,13,48.6,2
U064,Engineering,2025-01-25,3,11,54.9,2
U065,Sales,2025-01-25,6,19,40.5,2
U066,Marketing,2025-01-25,7,18,39.4,3
U067,Engineering,2025-01-25,0,12,32.2,0
U068,Engineering,2025-01-25,4,9,22.7,1
U069,HR,2025-01-25,3,7,15.2,4
U070,Engineering,2025-01-25,1,12,27.2,2
U071,Engineering,2025-01-25,5,11,18.0,3
U072,Engineering,2025-01-25,2,10,32.8,0
U073,Marketing,2025-01-25,3,7,8.1,2
U074,Marketing,2025-01-25,4,16,37.1,1
U075,Sales,2025-01-25,4,14,31.3,1
U076,Engineering,2025-01-25,3,8,46.2,3
U077,Engineering,2025-01-25,4,6,41.8,1
U078,Engineering,2025-01-25,1,6,17.6,1
U079,Engineering,2025-01-25,4,9,11.5,1
U080,Sales,2025-01-25,9,18,26.4,3
U081,Sales,2025-01-25,3,16,24.7,2
U082,Sales,2025-01-25,4,11,25.2,3
U083,Marketing,2025-01-25,4,15,36.0,2
U084,Engineering,2025-01-25,2,9,46.0,4
U085,HR,2025-01-25,1,5,23.9,4
U086,Marketing,2025-01-25,2,8,25.1,2
U087,Sales,2025-01-25,6,13,16.4,6
U088,Engineering,2025-01-25,3,12,35.3,2
U089,Sales,2025-01-25,4,20,17.3,3
U090,Sales,2025-01-25,3,21,20.2,1
U091,Sales,2025-01-25,3,29,21.9,1
U092,Engineering,2025-01-25,2,10,25.9,4
U093,Engineering,2025-01-25,1,17,20.5,0
U094,Marketing,2025-01-25,2,17,36.8,2
U095,Finance,2025-01-25,1,10,40.6,1
U096,Sales,2025-01-25,6,19,12.9,2
U097,Engineering,2025-01-25,1,14,43.1,0
U098,Engineering,2025-01-25,2,6,57.5,2
U099,Sales,2025-01-25,3,11,20.7,2
